School_Name|Reg_nr|Language|Address|Year|Number_of_students|Active
Tukuma 3. pamatskola|4312900238|LK|LIELĀ IELA 18, TUKUMS, TUKUMA NOVADS, LV-3101|2018|196|1
Džūkstes pamatskola|4312900235|Latviešu|DŽŪKSTE, DŽŪKSTES PAGASTS, TUKUMA NOVADS, LV-3147|2018|86|1
Dienas apmācības klases pie Tukuma Vakara un neklātienes vidusskola|4314900206|Latviešu|ZEMĪTES IELA 5/1, TUKUMS, TUKUMA NOVADS, LV-3104|2018|0|0
Dienas apmācības klases pie Alūksnes Vakara (maiņu) un neklātienes vidusskolas|4414900922|Latviešu|JĀŅKALNA IELA 38, ALŪKSNE, ALŪKSNES NOVADS, LV-4301|2018|0|0
Amatas novada Drabešu sākumskola|4411900344|Latviešu|PARKA IELA 1, LĪVI, DRABEŠU PAGASTS, AMATAS NOVADS, LV-4101|2018|0|0
Spāres speciālā internātpamatskola|4420900347|Latviešu|SPĀRE, AMATAS PAGASTS, AMATAS NOVADS, LV-4139|2018|0|0
Cēsu internātpamatskola - rehabilitācijas centrs|4423901098|Latviešu|BĒRZAINES IELA 34, CĒSIS, CĒSU NOVADS, LV-4101|2018|0|0
Raiskuma speciālā internātpamatskola – rehabilitācijas centrs|4423901099|Latviešu|Dzelmes 5, RAISKUMS, RAISKUMA PAGASTS, PĀRGAUJAS NOVADS, LV-4146|2018|0|0
Kristiāna Dāvida pamatskola|4412802815|Latviešu|KALNA SKOLA, BARKAVAS PAGASTS, MADONAS NOVADS, LV-4834|2018|17|1
Jaunburtnieku pamatskola|4412902792|Latviešu|BĒRZAINES PAGASTS, KOCĒNU NOVADS, LV-4208|2018|0|0
Naukšēnu novada vidusskola|4413902802|Latviešu|NAUKŠĒNU PAGASTS, NAUKŠĒNU NOVADS, LV-4244|2018|197|1
Vecumnieku novada Domes Valles vidusskola|4513901041|Latviešu|VALLE, VALLES PAGASTS, VECUMNIEKU NOVADS, LV-5106|2018|92|1
Vecumnieku novada Domes Bārbeles pamatskola|4512901316|Latviešu|BĀRBELE, BĀRBELES PAGASTS, VECUMNIEKU NOVADS, LV-3905|2018|0|0
Bauskas 2. vidusskola|4513901295|LK|DĀRZA IELA 9, BAUSKA, BAUSKAS NOVADS, LV-3901|2018|608|1
Kalnciema pagasta vidusskola|4513902499|Latviešu|LIELUPES IELA 21, KALNCIEMS, JELGAVAS NOVADS, LV-3016|2018|131|1
Vispārējās vidējās izglītības izlīdzinošā programma pie Daugavpils Valsts tehnikuma|2731002883|Krievu|STRĀDNIEKU IELA 16, DAUGAVPILS, LV-5404|2018|0|0
Pamatskolas klases pie Daugavpils Mūzikas vidusskola|2731301245|LK|KANDAVAS IELA 2a, DAUGAVPILS, LV-5401|2018|0|0
Majoru vidusskola|2913901352|Latviešu|RĪGAS IELA 3, JŪRMALA, LV-2015|2018|424|1
"Vispārējās vidējās izglītības izlīdzinošā programma pie profesionālās izglītības kompetences centrs ""Liepājas Valsts tehnikums"""|3034002848|Latviešu|VENTSPILS IELA 51, LIEPĀJA, LV-3405|2018|0|0
Rīgas Natālijas Draudziņas vidusskola |3413902866|Latviešu|BRUŅINIEKU IELA 24a, CENTRA RAJONS, RĪGA, LV-1001|2018|839|1
"Privātā vidusskola ""Rīgas Franču skola"""|3413802823|Latviešu|STABU IELA 29 - 53, CENTRA RAJONS, RĪGA, LV-1011|2018|0|0
Rīgas Starptautiskā skola|3512802055|Angļu|ZVEJNIEKU IELA 12, KURZEMES RAJONS, RĪGA, LV-1048|2018|228|1
Jankas Kupalas Rīgas Baltkrievu pamatskola|3612900249|Baltkrievu|ILŪKSTES IELA 10, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1082|2018|154|1
Rīgas Pļavnieku pamatskola|3612902865|Latviešu|JĀŅA GRESTES IELA 14, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1021|2018|703|1
"Privātā pamatskola ""RIMS-Rīga International meridian school"""|3612802850|Latviešu|SLĀVU IELA 2, RĪGA, LV-1019|2018|0|0
"Privātā vidusskola ""INNOVA"""|3713802628|Krievu|STIRNU IELA 33 - 17, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084|2018|48|1
Rīgas Sanatorijas speciālā internātpamatskola|3723901096|Latviešu|BRĪVĪBAS GATVE 384a, RĪGA, LV-1006|2018|0|0
"Privātā sākumskola ""Mazulītis Rū"""|3811802809|Latviešu|ASĪTES IELA 3, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1004|2018|0|0
Rīgas Igauņu pamatskola|3812902864|Latviešu|ATGĀZENES IELA 26, RĪGA, LV-1004|2018|201|1
ŽILA VERNA RĪGAS FRANČU SKOLA|3912802830|Franču|RŪPNIECĪBAS IELA 32, ZIEMEĻU RAJONS, RĪGA, LV-1045|2018|149|1
Rīgas Valsts 2.ģimnāzija|3919902869|Latviešu|KRIŠJĀŅA VALDEMĀRA IELA 1, ZIEMEĻU RAJONS, RĪGA, LV-1010|2018|0|0
Grobiņas pamatskola|4112900996|Latviešu|SKOLAS IELA 4, GROBIŅA, GROBIŅAS NOVADS, LV-3430|2018|0|0
Vandzenes pamatskola|4112902872|Latviešu|VANDZENES SKOLA, VANDZENES PAGASTS, TALSU NOVADS, LV-3281|2018|61|1
Lūcijas Rancānes Makašānu Amatu vidusskola|4213901078|Latviešu|IUGULOVA, VĒRĒMU PAGASTS, RĒZEKNES NOVADS, LV-4604|2018|102|1
Tiskādu speciālā internātpamatskola|4220901170|Krievu|EZERA IELA 23, VECRUŽINA, SILMALAS PAGASTS, RĒZEKNES NOVADS, LV-4636|2018|53|1
Adamovas speciālā internātpamatskola|4220901171|Latviešu|ADAMOVA, VĒRĒMU PAGASTS, RĒZEKNES NOVADS, LV-4647|2018|69|1
Limbažu sākumskola|4311902862|Latviešu|RĪGAS IELA 28, LIMBAŽI, LIMBAŽU NOVADS, LV-4001|2018|361|1
Suntažu internātpamatskola - rehabilitācijas centrs|4323901430|Latviešu|SUNTAŽI, SUNTAŽU PAGASTS, OGRES NOVADS, LV-5060|2018|47|1
Siguldas pilsētas vidusskola|4313902863|LK|ATA KRONVALDA IELA 7, SIGULDA, SIGULDAS NOVADS, LV-2150|2018|831|1
Matkules sākumskola|4311900237|Latviešu|MATKULES PAGASTS, KANDAVAS NOVADS, LV-3132|2018|0|0
Dzirciema speciālā internātpamatskola|4320900212|Latviešu|Lamiņi, PŪRES PAGASTS, TUKUMA NOVADS, LV-3125|2018|0|0
Alūksnes novada vidusskola|4413902870|Latviešu|KANAVIŅU IELA 14, ALŪKSNE, ALŪKSNES NOVADS, LV-4301|2018|261|1
Bebru internātvidusskola|4513900706|Latviešu|VECBEBRI, BEBRU PAGASTS, KOKNESES NOVADS, LV-5135|2018|0|0
Bauskas sākumskola |4511902871|Latviešu|UZVARAS IELA 10, BAUSKA, BAUSKAS NOVADS, LV-3901|2018|425|1
Bauskas Valsts ģimnāzija|4519901296|Latviešu|UZVARAS IELA 10, BAUSKA, BAUSKAS NOVADS, LV-3901|2018|349|1
Vispārizglītojošās klases pie Dobeles Amatniecības un vispārizglītojošās vidusskolas|4531902884|Latviešu|BRĪVĪBAS IELA 28b, DOBELE, DOBELES NOVADS, LV-3701|2018|0|0
Valmieras Pārgaujas sākumskola|2511902432|Latviešu|LĀČPLĒŠA IELA 2, VALMIERA, LV-4201|2018|635|1
Valmieras sākumskola|2511902507|Latviešu|LĀČPLĒŠA IELA 2, VALMIERA, LV-4201|2018|550|1
"Sākumskola ""Universum"""|2511802890|Latviešu|MARIJAS IELA 14, VALMIERA, LV-4201|2018|0|0
Daugavpils Centra vidusskola|2713902243|LK|KANDAVAS IELA 17, DAUGAVPILS, LV-5401|2018|616|1
Latvijas Starptautiskā skola |2913801521|Angļu|VIESTURA IELA 6a, JŪRMALA, LV-2010|2018|0|0
Jūrmalas pilsētas internātpamatskola|2922901384|LK|DZIRNAVU IELA 50, JŪRMALA, LV-2011|2018|89|1
Liepājas Centra sākumskola|3011902612|Latviešu|ULIHA IELA 33, LIEPĀJA, LV-3401|2018|572|1
Ventspils Centra sākumskola|3211902422|Latviešu|BRĪVĪBAS IELA 15, VENTSPILS, LV-3601|2018|323|1
Rīgas Valda Zālīša sākumskola|3411900787|Latviešu|KALPAKA BULVĀRIS 8, CENTRA RAJONS, RĪGA, LV-1050|2018|502|1
"Privātā sākumskola ""Krievu kristīgā skola"""|3511802743|Krievu|BALDONES IELA 7, KURZEMES RAJONS, RĪGA, LV-1046|2018|0|0
Rīgas Ķengaraga vidusskola|3613900680|Krievu|MASKAVAS IELA 273, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1063|2018|660|1
Rīgas 1. vidusskola|3613802748|LK|STABU IELA 63, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1011|2018|663|1
Rīgas speciālā internātpamatskola bērniem ar dzirdes traucējumiem|3822900695|Latviešu|GRAUDU IELA 21, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1058|2018|0|0
Mežparka angļu pamatskola|3912802904|Latviešu|VISBIJAS PROSPEKTS 33, ZIEMEĻU RAJONS, RĪGA, LV-1014|2018|0|0
Rīgas Valsts 2. ģimnāzija|3919902869|Latviešu|KRIŠJĀŅA VALDEMĀRA IELA 1, ZIEMEĻU RAJONS, RĪGA, LV-1010|2018|812|1
Saldus 1.vidusskola|4113900155|Latviešu|KULDĪGAS IELA 3, SALDUS, SALDUS NOVADS, LV-3801|2018|0|0
Mazirbes internātpamatskola|4122901355|Latviešu|MAZIRBE, KOLKAS PAGASTS, DUNDAGAS NOVADS, LV-3275|2018|0|0
Rugāju novada Eglaines pamatskola|4212900422|Latviešu|SKOLAS IELA 3, BENISLAVA, LAZDUKALNA PAGASTS, RUGĀJU NOVADS, LV-4577|2018|64|1
Limbažu novada ģimnāzija|4316901395|Latviešu|RĪGAS IELA 28, LIMBAŽI, LIMBAŽU NOVADS, LV-4001|2018|279|1
Ogres sākumskola|4311900200|Latviešu|MEŽA PROSPEKTS 14/1, OGRE, OGRES NOVADS, LV-5001|2018|762|1
Mārupes novada Skultes sākumskola|4311902782|Krievu|SKULTES IELA 25, SKULTE, MĀRUPES NOVADS, LV-2108|2018|41|1
Gaismas internātpamatskola|4322901127|Latviešu|KAUDZĪŠU IELA 31, RUMBULA, STOPIŅU NOVADS, LV-2121|2018|86|1
Jaunannas Mūzikas un mākslas pamatskola|4412902908|Latviešu|"""Zvaniņi"", JAUNANNAS PAGASTS, ALŪKSNES NOVADS, LV-4340"|2018|54|1
Cēsu pilsētas Pastariņa sākumskola|4411901845|Latviešu|BĒRZAINES IELA 5, CĒSIS, CĒSU NOVADS, LV-4101|2018|286|1
Andreja Eglīša Ļaudonas vidusskola|4413900129|Latviešu|SKOLAS IELA 2, ĻAUDONA, ĻAUDONAS PAGASTS, MADONAS NOVADS, LV-4862|2018|175|1
Smiltenes Trīs pakalnu sākumskola|4411902496|Latviešu|RĪGAS IELA 16c, SMILTENE, SMILTENES NOVADS, LV-4729|2018|0|0
Launkalnes sākumskola|4411901211|Latviešu|LAUNKALNE, LAUNKALNES PAGASTS, SMILTENES NOVADS, LV-4718|2018|17|1
Lielplatones internātpamatskola|4522900862|Latviešu|LIELPLATONES PAGASTS, JELGAVAS NOVADS, LV-3022|2018|88|1
Rubeņu pamatskola|4512900281|Latviešu|RUBEŅI, RUBENES PAGASTS, JĒKABPILS NOVADS, LV-5229|2018|65|1
Jēkabpils vakara vidusskola|1014900264|LK|PALEJAS IELA 32, JĒKABPILS, LV-5202|2018|160|1
Daugavpils Celtnieku profesionālā vidusskola|2731001366|Latviešu|JĀTNIEKU IELA 87, DAUGAVPILS, LV-5410|2018|0|0
Daugavpils Profesionālā vidusskola|2731002883|Krievu|STRĀDNIEKU IELA 16, DAUGAVPILS, LV-5404|2018|0|0
Daugavpils Mūzikas vidusskola|2731301245|LK|KANDAVAS IELA 2a, DAUGAVPILS, LV-5401|2018|0|0
Jelgavas 3. sākumskola|2811902953|Latviešu|UZVARAS IELA 10, JELGAVA, LV-3001|2018|602|1
Jelgavas 4. sākumskola|2811902954|Latviešu|PULKVEŽA OSKARA KALPAKA IELA 34, JELGAVA, LV-3001|2018|952|1
Jelgavas Tehnoloģiju vidusskola|2813902959|Latviešu|MEIJU CEĻŠ 9, JELGAVA, LV-3007|2018|786|1
Jelgavas Vakara (maiņu) vidusskola|2814900141|LK|SKOLOTĀJU IELA 8, JELGAVA, LV-3001|2018|137|1
Jelgavas 1. pamatskola|2822900152|LK|ZEMGALES PROSPEKTS 7, JELGAVA, LV-3001|2018|0|0
Jelgavas 2. internātpamatskola|2822902715|LK|FILOZOFU IELA 50, JELGAVA, LV-3001|2018|137|1
Jelgavas 1. internātpamatskola|2822901097|Latviešu|INSTITŪTA IELA 4, JELGAVA, LV-3002|2018|0|0
Jelgavas Amatu vidusskola|2831902686|Latviešu|AKADĒMIJAS IELA 25, JELGAVA, LV-3000|2018|31|1
Jūrmalas vakara vidusskola|2914901350|LK|LIELUPES IELA 21, JŪRMALA, LV-2015|2018|171|1
Liepājas vakara (maiņu) vidusskola|3014900943|LK|RAIŅA IELA 5, LIEPĀJA, LV-3401|2018|302|1
"Profesionālās izglītības kompetences centrs ""Liepājas Valsts tehnikums"""|3034002848|Latviešu|VENTSPILS IELA 51, LIEPĀJA, LV-3405|2018|0|0
Rēzeknes vakara vidusskola|3114900068|LK|VIĻĀNU IELA 2, RĒZEKNE, LV-4601|2018|0|0
Ventspils vakara vidusskola|3214900038|LK|SAULES IELA 37, VENTSPILS, LV-3601|2018|0|0
Rīgas Raiņa 8. vakara (maiņu) vidusskola|3414900800|Latviešu|KRIŠJĀŅA BARONA IELA 71, CENTRA RAJONS, RĪGA, LV-1001|2018|216|1
Svēto Kirila un Mefodija Rīgas pareizticīgā sākumskola|3511802743|Krievu|BALDONES IELA 7, KURZEMES RAJONS, RĪGA, LV-1046|2018|0|0
Rīgas Doma kora skola|3331301251|Latviešu|KALNCIEMA IELA 10/12, RĪGA, LV-1048|2018|0|0
Emīla Dārziņa mūzikas vidusskola|3331301249|LK|KALNCIEMA IELA 10/12, RĪGA, LV-1048|2018|0|0
Rīgas Avotu pamatskola|3612902961|Latviešu|AVOTU IELA 44, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1009|2018|193|1
Rīgas vakara ģimnāzija|3614900691|LK|GAIZIŅA IELA 1, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1050|2018|813|1
"Tālmācības vidusskola ""Rīgas Komercskola"""|3615802846|Latviešu|SALASPILS IELA 14, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1057|2018|505|1
Rīgas Valda Avotiņa pamatskola - attīstības centrs|3624900694|Latviešu|SALASPILS IELA 14, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1057|2018|220|1
Rīgas Kristīgā sākumskola|3711802974|Latviešu|BRĪVĪBAS IELA 177 - 21, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1012|2018|0|0
"Privātā sākumskola ""ZEMENĪTE ABC"""|3711802917|Latviešu|DZIRCIEMA IELA 27a, KURZEMES RAJONS, RĪGA, LV-1083|2018|0|0
Rīgas Ezerkrastu pamatskola|3712902971|Latviešu|MALIENAS IELA 89, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1064|2018|210|1
Privātā alternatīvā vidusskola|3713802902|Latviešu|CĒSU IELA 8, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1013|2018|0|0
Rīgas 9. vakara (maiņu) vidusskola|3714900782|LK|STĀMERIENAS IELA 8, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1006|2018|462|1
Rīgas Stila un modes profesionālā vidusskola|3331001255|Latviešu|ŪDEĻU IELA 22, RĪGA, LV-1064|2018|0|0
Rīgas 14. vakara (maiņu) vidusskola|3814900734|LK|MARGRIETAS IELA 4, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1046|2018|214|1
Rīgas internātvidusskola bērniem ar dzirdes traucējumiem|3825902960|Latviešu|GRAUDU IELA 21, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1058|2018|76|1
Rīgas 18. vakara (maiņu) vidusskola|3914900832|LK|SĪMAŅA IELA 14, ZIEMEĻU RAJONS, RĪGA, LV-1005|2018|558|1
Aizputes novada Neklātienes vidusskola|4115901036|Latviešu|ZIEDU IELA 7, AIZPUTE, AIZPUTES NOVADS, LV-3456|2018|257|1
Saldus Vakara vidusskola|4114900079|Latviešu|DĀRZA IELA 13, SALDUS, SALDUS NOVADS, LV-3801|2018|0|0
Talsu novada Vakara un neklātienes vidusskola|4114900622|Latviešu|KĀRĻA MĪLENBAHA IELA 30, TALSI, TALSU NOVADS, LV-3201|2018|180|1
Upesgrīvas internātpamatskola|4122901278|Latviešu|UGUŅCIEMS, VANDZENES PAGASTS, TALSU NOVADS, LV-3284|2018|57|1
Stiklu internātpamatskola|4122901132|Latviešu|STIKLI, PUZES PAGASTS, VENTSPILS NOVADS, LV-3613|2018|33|1
Baltinavas Kristīgā internātpamatskola|4222900433|Latviešu|KĀRSAVAS IELA 24, BALTINAVA, BALTINAVAS NOVADS, LV-4594|2018|0|0
Medumu internātpamatskola|4222900868|LK|ILGAS IELA 15, MEDUMI, MEDUMU PAGASTS, DAUGAVPILS NOVADS, LV-5460|2018|82|1
Raudas internātpamatskola|4222900521|Latviešu|RAUDA, ŠĒDERES PAGASTS, ILŪKSTES NOVADS, LV-5474|2018|28|1
Aleksandrovas internātpamatskola|4222900579|LK|ALEKSANDROVA, KONSTANTINOVAS PAGASTS, DAGDAS NOVADS, LV-5680|2018|61|1
Ludzas novada vakara vidusskola|4214900477|Latviešu|1. MAIJA IELA 16, LUDZA, LUDZAS NOVADS, LV-5701|2018|119|1
Preiļu novada Vakara (maiņu) un neklātienes vidusskola|4214900375|LK|CELTNIEKU IELA 2, PREIĻI, PREIĻU NOVADS, LV-5301|2018|0|0
Līvānu novada Vakara (maiņu) vidusskola|4214900376|Latviešu|RĪGAS IELA 113/117, LĪVĀNI, LĪVĀNU NOVADS, LV-5316|2018|108|1
Katvaru internātpamatskola|4322900181|Latviešu|KATVARI, KATVARU PAGASTS, LIMBAŽU NOVADS, LV-4061|2018|44|1
Taurupes pamatskola|4312902972|Latviešu|TAURUPE, TAURUPES PAGASTS, OGRES NOVADS, LV-5064|2018|97|1
Laurenču sākumskola|4311902928|Latviešu|LAURENČU IELA 7, SIGULDA, SIGULDAS NOVADS, LV-2150|2018|375|1
Privātā Montessori sākumskola|4311802957|Latviešu|ZELTRĪTU IELA 26, MĀRUPE, MĀRUPES NOVADS, LV-2167|2018|22|1
Garkalnes Mākslu un vispārizglītojošā vidusskola|4313902768|LK|VIDZEMES ŠOSEJA 34, GARKALNE, GARKALNES NOVADS, LV-2137|2018|0|0
Mālpils novada vidusskola|4313902967|Latviešu|SPORTA IELA 1, MĀLPILS, MĀLPILS NOVADS, LV-2152|2018|355|1
Piejūras internātpamatskola|4322901045|LK|SIGUĻI, CARNIKAVAS NOVADS, LV-2163|2018|0|0
Tukuma Vakara un neklātienes vidusskola|4314900206|Latviešu|ZEMĪTES IELA 5/1, TUKUMS, TUKUMA NOVADS, LV-3104|2018|308|1
Tukuma internātpamatskola|4322900223|Latviešu|RAUDAS IELA 6, TUKUMS, TUKUMA NOVADS, LV-3101|2018|0|0
Dzirciema internātpamatskola|4322900212|Latviešu|"""Lamiņi"", LAMIŅI, PŪRES PAGASTS, TUKUMA NOVADS, LV-3124"|2018|0|0
Gaujienas internātpamatskola|4422900921|Latviešu|GAUJIENA, GAUJIENAS PAGASTS, APES NOVADS, LV-4339|2018|68|1
Cēsu Jaunā sākumskola|4411802932|Latviešu|JĀŅA PORUKA IELA 8, CĒSIS, CĒSU NOVADS, LV-4101|2018|0|0
Cēsu 2. vakara (maiņu) vidusskola|4414601647|LK|LĪGATNES IELA 6, CĒSIS, CĒSU NOVADS, LV-4101|2018|15|1
Spāres internātpamatskola|4422900347|Latviešu|SPĀRE, AMATAS PAGASTS, AMATAS NOVADS, LV-4139|2018|63|1
Raiskuma internātpamatskola – rehabilitācijas centrs|4423901099|Latviešu|"""Dzelmes 5"", RAISKUMS, RAISKUMA PAGASTS, PĀRGAUJAS NOVADS, LV-4146"|2018|0|0
Gulbenes Vakara (maiņu) vidusskola|4414900969|Latviešu|LĪKĀ IELA 21, GULBENE, GULBENES NOVADS, LV-4401|2018|95|1
Sveķu internātpamatskola|4422900923|Latviešu|"""Aduliena"", JAUNGULBENES PAGASTS, GULBENES NOVADS, LV-4420"|2018|82|1
Madonas Vakara un neklātienes vidusskola|4414900127|Latviešu|VALDEMĀRA BULVĀRIS 6, MADONA, MADONAS NOVADS, LV-4801|2018|0|0
Dzelzavas internātpamatskola|4422900104|Latviešu|KĻAVU IELA 2, DZELZAVA, DZELZAVAS PAGASTS, MADONAS NOVADS, LV-4873|2018|43|1
Palsmanes internātpamatskola|4422900893|Latviešu|PALSMANE, PALSMANES PAGASTS, SMILTENES NOVADS, LV-4724|2018|61|1
Vaidavas internātpamatskola|4422901174|Latviešu|SKOLAS IELA 5, VAIDAVA, VAIDAVAS PAGASTS, KOCĒNU NOVADS, LV-4228|2018|0|0
Dauguļu internātpamatskola|4422901173|Latviešu|DAUGUĻI, DIKĻU PAGASTS, KOCĒNU NOVADS, LV-4225|2018|0|0
Aizkraukles Vakara (maiņu) vidusskola|4514900992|Latviešu|GAISMAS IELA 4a, AIZKRAUKLE, AIZKRAUKLES NOVADS, LV-5101|2018|92|1
Kokneses internātpamatskola - attīstības centrs|4524900991|Latviešu|BORMAŅI, KOKNESES PAGASTS, KOKNESES NOVADS, LV-5113|2018|88|1
Rīgas Tālmācības vidusskola|4515802737|LK|EDVARTA VIRZAS IELA 55, IECAVA, IECAVAS NOVADS, LV-3913|2018|421|1
Dobeles Amatniecības un vispārizglītojošā vidusskola|4531902884|Latviešu|BRĪVĪBAS IELA 28b, DOBELE, DOBELES NOVADS, LV-3701|2018|141|1
Jelgavas novada Neklātienes vidusskola|4515900863|Latviešu|PASTA IELA 37, JELGAVA, LV-3001|2018|311|1
Variešu sākumskola|4511902965|Latviešu|VARIEŠI, VARIEŠU PAGASTS, KRUSTPILS NOVADS, LV-5236|2018|34|1
"Pamatskola ""Universum"""|2512803021|Latviešu|MARIJAS IELA 14, VALMIERA, LV-4201|2018|109|1
"Lazdiņas privātā pamatskola ""Punktiņš"""|2812802996|Latviešu|JĀŅA ASARA IELA 12, JELGAVA, LV-3001|2018|75|1
Rēzeknes sākumskola|3119902527|Latviešu|KAĻĶU IELA 12, RĒZEKNE, LV-4601|2018|478|1
Rēzeknes Valsts 1. ģimnāzija|3113900061|Latviešu|DZIRNAVU IELA 3a, RĒZEKNE, LV-4601|2018|390|1
Ventspils Valsts 1. ģimnāzija|3216900032|Latviešu|KULDĪGAS IELA 1, VENTSPILS, LV-3601|2018|420|1
Rīgas 1. speciālā internātpamatskola - attīstības centrs|3422900802|Latviešu|ĢERTRŪDES IELA 18, CENTRA RAJONS, RĪGA, LV-1011|2018|179|1
J.G.Herdera Rīgas Grīziņkalna vidusskola|3613903047|Krievu|LAUKU IELA 9, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1009|2018|610|1
Rīgas 5. internātpamatskola - attīstības centrs|3622900831|Latviešu|SLĀVU IELA 19, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1073|2018|179|1
Rīgas pilsētas sākumskola|3711803040|Latviešu|AIZPRIEŽU IELA 34, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1006|2018|70|1
"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums"""|3334002984|Latviešu|NĪCGALES IELA 26, RĪGA, LV-1035|2018|0|0
Rīgas Montessori sākumskola|3911803029|Latviešu|PULKVEŽA BRIEŽA IELA 4 - 2, ZIEMEĻU RAJONS, RĪGA, LV-1010|2018|22|1
Grobiņas sākumskola|4112900996|Latviešu|SKOLAS IELA 1, GROBIŅA, GROBIŅAS NOVADS, LV-3430|2018|436|1
Balvu profesionālā un vispārizglītojošā vidusskola|4231903046|Latviešu|VIDZEMES IELA 26, BALVI, BALVU NOVADS, LV-4501|2018|168|1
Medumu pamatskola|4212902988|Latviešu|ALEJAS IELA 20, MEDUMI, MEDUMU PAGASTS, DAUGAVPILS NOVADS, LV-5460|2018|42|1
Bebrenes vispārizglītojošā un profesionālā vidusskola|4213903005|Latviešu|"""Bebrenes muiža"", BEBRENE, BEBRENES PAGASTS, ILŪKSTES NOVADS, LV-5439"|2018|80|1
Skaistas sākumskola|4211903048|Latviešu|MIERA IELA 13, SKAISTA, SKAISTAS PAGASTS, KRĀSLAVAS NOVADS, LV-5671|2018|0|0
Indras pamatskola|4213900574|Latviešu|SKOLAS IELA 1, INDRA, INDRAS PAGASTS, KRĀSLAVAS NOVADS, LV-5664|2018|72|1
Ezersalas internātpamatskola|4222900478|Latviešu|"""Ezersalas internātpamatskola"", EZERSALA, ZVIRGZDENES PAGASTS, CIBLAS NOVADS, LV-5752"|2018|18|1
Maltas vidusskola|4213903054|LK|SKOLAS IELA 5, MALTA, MALTAS PAGASTS, RĒZEKNES NOVADS, LV-4630|2018|527|1
"Privātā Montesori sākumskola ""Pētnieki"""|4311803037|Latviešu|APOGU IELA 8 - 1, SUŽI, GARKALNES NOVADS, LV-1024|2018|32|1
Jaunmārupes pamatskola|4312903031|Latviešu|MAZCENU ALEJA 4A, JAUNMĀRUPE, MĀRUPES NOVADS, LV-2166|2018|776|1
"Pamatskola ""Brīvā Māras skola"""|4312802956|Latviešu|"""Draugi"", MĀRUPES NOVADS, LV-2166"|2018|35|1
"Privātā Tālmācības vidusskola ""Mana vidusskola"""|4315803006|Latviešu|SKOLAS IELA 6, BALOŽI, ĶEKAVAS NOVADS, LV-2112|2018|0|0
Upesleju internātpamatskola - rehabilitācijas centrs|4323901692|Latviešu|"  ""Internātpamatskola"", UPESLEJAS, STOPIŅU NOVADS, LV-2118"|2018|151|1
Vidagas Sikšņu pamatskola|4412900911|Latviešu|"""Sikšņu skola"", VIDAGA, VIREŠU PAGASTS, APES NOVADS, LV-4355"|2018|0|0
Dzērbenes vispārizglītojošā un mūzikas pamatskola|4412903034|Latviešu|"""Skola"", DZĒRBENE, DZĒRBENES PAGASTS, VECPIEBALGAS NOVADS, LV-4118"|2018|0|0
Raiskuma internātpamatskola - rehabilitācijas centrs|4423901099|Latviešu|"""Dzelmes 5"", RAISKUMS, RAISKUMA PAGASTS, PĀRGAUJAS NOVADS, LV-4146"|2018|98|1
Vecbebru Profesionālā un vispārizglītojošā internātvidusskola|4513902997|Latviešu|"""Vecbebru Profesionālā un vispārizglītojošā internātvidusskola"", VECBEBRI, BEBRU PAGASTS, KOKNESES NOVADS, LV-5135"|2018|0|0
Rīgas 1. Tālmācības vidusskola|4515802999|Latviešu|"""Iklāvi"", IECAVA, IECAVAS NOVADS, LV-3913"|2018|951|1
Eiropas Tālmācības vidusskola|4515802989|LK|EDVARTA VIRZAS IELA 55, IECAVA, IECAVAS NOVADS, LV-3913|2018|403|1
Lejasstrazdu sākumskola|4511903050|Latviešu|"""Stariņi"", LEJASSTRAZDI, DOBELES PAGASTS, DOBELES NOVADS, LV-3722"|2018|52|1
Krimūnu sākumskola|4511903051|Latviešu|"""Krimūnu skola"", KRIMŪNAS, KRIMŪNU PAGASTS, DOBELES NOVADS, LV-3719"|2018|0|0
Zaļenieku komerciālā un amatniecības vidusskola|4513902986|Latviešu|"""Pils"", ZAĻENIEKI, ZAĻENIEKU PAGASTS, JELGAVAS NOVADS, LV-3011"|2018|149|1
