Novads,Skolas kods,Skola,Priekšmets,Kopvērtējums
46,4651215,Murjāņu sporta ģimnāzija Jūrmalas filiāle,MAT12,42.27%
46,4651215,Murjāņu sporta ģimnāzija Jūrmalas filiāle,LAT12,56.53%
46,4661211,Jūrmalas Valsts ģimnāzija,ANG12,67.33%
46,4661211,Jūrmalas Valsts ģimnāzija,MAT12,45.80%
46,4661211,Jūrmalas Valsts ģimnāzija,LAT12,68.82%
46,4671220,Sociālās integrācijas valsts aģentūras Jūrmalas profesionālā vidusskola,ANG12,43.80%
46,4671220,Sociālās integrācijas valsts aģentūras Jūrmalas profesionālā vidusskola,MAT12,28.00%
46,4671220,Sociālās integrācijas valsts aģentūras Jūrmalas profesionālā vidusskola,LAT12,50.90%
46,4671222,"Valsts sabiedrība ar ierobežotu atbildību ""Bulduru Dārzkopības vidusskola""",ANG12,43.54%
46,4671222,"Valsts sabiedrība ar ierobežotu atbildību ""Bulduru Dārzkopības vidusskola""",MAT12,23.43%
46,4671222,"Valsts sabiedrība ar ierobežotu atbildību ""Bulduru Dārzkopības vidusskola""",LAT12,50.60%
47,4731303,Kandavas Kārļa Mīlenbaha vidusskola,ANG12,51.88%
47,4731303,Kandavas Kārļa Mīlenbaha vidusskola,MAT12,40.04%
47,4731303,Kandavas Kārļa Mīlenbaha vidusskola,LAT12,64.04%
47,4771309,"Profesionālās izglītības kompetences centrs ""Kandavas Valsts lauksaimniecības tehnikums""",ANG12,35.85%
47,4771309,"Profesionālās izglītības kompetences centrs ""Kandavas Valsts lauksaimniecības tehnikums""",MAT12,17.70%
47,4771309,"Profesionālās izglītības kompetences centrs ""Kandavas Valsts lauksaimniecības tehnikums""",LAT12,40.05%
47,4781302,Kandavas internātvidusskola,ANG12,30.29%
47,4781302,Kandavas internātvidusskola,MAT12,30.92%
47,4781302,Kandavas internātvidusskola,LAT12,51.42%
48,4831302,Kārsavas vidusskola,ANG12,61.28%
48,4831302,Kārsavas vidusskola,MAT12,51.08%
48,4831302,Kārsavas vidusskola,LAT12,69.73%
48,4871404,Malnavas koledža,ANG12,33.35%
48,4871404,Malnavas koledža,MAT12,28.09%
48,4871404,Malnavas koledža,LAT12,39.23%
49,4931403,Ilmāra Gaiša Kokneses vidusskola,ANG12,68.39%
49,4931403,Ilmāra Gaiša Kokneses vidusskola,MAT12,48.48%
49,4931403,Ilmāra Gaiša Kokneses vidusskola,LAT12,61.87%
49,4971406,Vecbebru Profesionālā vidusskola,ANG12,32.28%
49,4971406,Vecbebru Profesionālā vidusskola,MAT12,11.97%
49,4971406,Vecbebru Profesionālā vidusskola,LAT12,48.94%
50,5033309,Krāslavas Varavīksnes vidusskola,ANG12,44.67%
50,5033309,Krāslavas Varavīksnes vidusskola,MAT12,49.24%
50,5033309,Krāslavas Varavīksnes vidusskola,LAT12,46.82%
50,5033402,Indras vidusskola,ANG12,48.00%
50,5033402,Indras vidusskola,MAT12,43.83%
50,5033402,Indras vidusskola,LAT12,43.67%
50,5061308,Krāslavas Valsts ģimnāzija,ANG12,55.39%
50,5061308,Krāslavas Valsts ģimnāzija,MAT12,46.48%
50,5061308,Krāslavas Valsts ģimnāzija,LAT12,63.71%
50,5071311,PIKC RVT Krāslavas reģionālā struktūrvienība ,ANG12,24.10%
50,5071311,PIKC RVT Krāslavas reģionālā struktūrvienība ,MAT12,28.00%
50,5071311,PIKC RVT Krāslavas reģionālā struktūrvienība ,LAT12,39.20%
51,5131402,Krimuldas vidusskola,ANG12,63.00%
51,5131402,Krimuldas vidusskola,MAT12,52.80%
51,5131402,Krimuldas vidusskola,LAT12,66.27%
52,5231402,Brāļu Skrindu Atašienes vidusskola,ANG12,23.00%
52,5231402,Brāļu Skrindu Atašienes vidusskola,MAT12,37.25%
52,5231402,Brāļu Skrindu Atašienes vidusskola,LAT12,37.50%
53,5331303,Kuldīgas 2. vidusskola,ANG12,44.87%
53,5331303,Kuldīgas 2. vidusskola,MAT12,23.33%
53,5331303,Kuldīgas 2. vidusskola,LAT12,53.93%
53,5331305,Kuldīgas Centra vidusskola,ANG12,56.74%
53,5331305,Kuldīgas Centra vidusskola,MAT12,44.49%
53,5331305,Kuldīgas Centra vidusskola,LAT12,67.32%
53,5331306,Kuldīgas Mākslas un humanitāro zinību vidusskola,ANG12,59.60%
53,5331306,Kuldīgas Mākslas un humanitāro zinību vidusskola,MAT12,29.20%
53,5331306,Kuldīgas Mākslas un humanitāro zinību vidusskola,LAT12,66.90%
53,5351318,V. Plūdoņa Kuldīgas ģimnāzija,ANG12,53.90%
53,5351318,V. Plūdoņa Kuldīgas ģimnāzija,MAT12,38.93%
53,5351318,V. Plūdoņa Kuldīgas ģimnāzija,LAT12,69.98%
53,5371308,Kuldīgas Tehnoloģiju un tūrisma profesionālā vidusskola,ANG12,34.11%
53,5371308,Kuldīgas Tehnoloģiju un tūrisma profesionālā vidusskola,MAT12,13.69%
53,5371308,Kuldīgas Tehnoloģiju un tūrisma profesionālā vidusskola,LAT12,49.91%
53,5371314,Rīgas Uzņēmējdarbības tehniskā skola Kuldīgas filiāle,ANG12,37.00%
53,5371314,Rīgas Uzņēmējdarbības tehniskā skola Kuldīgas filiāle,MAT12,25.80%
53,5371314,Rīgas Uzņēmējdarbības tehniskā skola Kuldīgas filiāle,LAT12,40.80%
54,5431302,Ķeguma komercnovirziena vidusskola,ANG12,62.70%
54,5431302,Ķeguma komercnovirziena vidusskola,MAT12,44.81%
54,5431302,Ķeguma komercnovirziena vidusskola,LAT12,73.78%
55,5531403,Ķekavas vidusskola,ANG12,66.96%
55,5531403,Ķekavas vidusskola,MAT12,43.80%
55,5531403,Ķekavas vidusskola,LAT12,71.33%
55,5533301,Baložu vidusskola,ANG12,56.00%
55,5533301,Baložu vidusskola,MAT12,32.00%
55,5533301,Baložu vidusskola,LAT12,52.50%
56,5631301,Edgara Kauliņa Lielvārdes vidusskola,ANG12,67.24%
56,5631301,Edgara Kauliņa Lielvārdes vidusskola,MAT12,37.35%
56,5631301,Edgara Kauliņa Lielvārdes vidusskola,LAT12,63.69%
56,5631403,Jumpravas vidusskola,ANG12,65.36%
56,5631403,Jumpravas vidusskola,MAT12,58.36%
56,5631403,Jumpravas vidusskola,LAT12,70.36%
57,5731201,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,ANG12,66.97%
57,5731201,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,MAT12,45.47%
57,5731201,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,LAT12,68.51%
57,5731203,J. Čakstes Liepājas pilsētas 10. vidusskola,ANG12,57.23%
57,5731203,J. Čakstes Liepājas pilsētas 10. vidusskola,MAT12,39.84%
57,5731203,J. Čakstes Liepājas pilsētas 10. vidusskola,LAT12,55.36%
57,5731204,Liepājas 15. vidusskola,ANG12,49.67%
57,5731204,Liepājas 15. vidusskola,MAT12,43.24%
57,5731204,Liepājas 15. vidusskola,LAT12,50.90%
57,5731221,Liepājas Raiņa 6. vidusskola,ANG12,64.03%
57,5731221,Liepājas Raiņa 6. vidusskola,MAT12,36.45%
57,5731221,Liepājas Raiņa 6. vidusskola,LAT12,56.26%
57,5732206,Liepājas 7. vidusskola,ANG12,52.83%
57,5732206,Liepājas 7. vidusskola,MAT12,49.29%
57,5732206,Liepājas 7. vidusskola,LAT12,42.38%
57,5732208,Liepājas A. Puškina 2. vidusskola,ANG12,49.85%
57,5732208,Liepājas A. Puškina 2. vidusskola,MAT12,42.63%
57,5732208,Liepājas A. Puškina 2. vidusskola,LAT12,43.48%
57,5732220,Liepājas pilsētas 12. vidusskola,ANG12,48.77%
57,5732220,Liepājas pilsētas 12. vidusskola,MAT12,30.23%
57,5732220,Liepājas pilsētas 12. vidusskola,LAT12,41.83%
57,5733207,Liepājas 8. vidusskola,ANG12,58.20%
57,5733207,Liepājas 8. vidusskola,MAT12,32.85%
57,5733207,Liepājas 8. vidusskola,LAT12,52.10%
57,5743224,Liepājas vakara (maiņu) vidusskola,ANG12,36.58%
57,5743224,Liepājas vakara (maiņu) vidusskola,MAT12,16.13%
57,5743224,Liepājas vakara (maiņu) vidusskola,LAT12,43.54%
57,5761225,Liepājas Valsts 1. ģimnāzija,ANG12,66.14%
57,5761225,Liepājas Valsts 1. ģimnāzija,MAT12,53.72%
57,5761225,Liepājas Valsts 1. ģimnāzija,LAT12,69.23%
57,5771202,Emiļa Melngaiļa Liepājas mūzikas vidusskola,ANG12,62.20%
57,5771202,Emiļa Melngaiļa Liepājas mūzikas vidusskola,MAT12,45.25%
57,5771202,Emiļa Melngaiļa Liepājas mūzikas vidusskola,LAT12,72.11%
57,5771213,Liepājas Jūrniecības koledža,ANG12,44.43%
57,5771213,Liepājas Jūrniecības koledža,MAT12,25.24%
57,5771213,Liepājas Jūrniecības koledža,LAT12,39.62%
57,5771218,Liepājas mākslas vidusskola,ANG12,56.84%
57,5771218,Liepājas mākslas vidusskola,MAT12,33.12%
57,5771218,Liepājas mākslas vidusskola,LAT12,58.85%
57,5771230,"Profesionālās izglītības kompetences centrs ""Liepājas Valsts tehnikums""",ANG12,47.93%
57,5771230,"Profesionālās izglītības kompetences centrs ""Liepājas Valsts tehnikums""",MAT12,26.42%
57,5771230,"Profesionālās izglītības kompetences centrs ""Liepājas Valsts tehnikums""",LAT12,49.95%
57,5793222,Liepājas Universitāte,ANG12,62.00%
57,5793222,Liepājas Universitāte,MAT12,51.00%
57,5793222,Liepājas Universitāte,LAT12,53.60%
58,5831308,Limbažu 3. vidusskola,ANG12,65.00%
58,5831308,Limbažu 3. vidusskola,MAT12,48.40%
58,5831308,Limbažu 3. vidusskola,LAT12,63.33%
58,5841309,Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola,ANG12,41.56%
58,5841309,Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola,MAT12,17.38%
58,5841309,Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola,LAT12,50.86%
58,5851315,Limbažu novada ģimnāzija,ANG12,62.87%
58,5851315,Limbažu novada ģimnāzija,MAT12,47.45%
58,5851315,Limbažu novada ģimnāzija,LAT12,63.68%
58,5871310,Limbažu Profesionālā vidusskola,ANG12,30.26%
58,5871310,Limbažu Profesionālā vidusskola,MAT12,14.17%
58,5871310,Limbažu Profesionālā vidusskola,LAT12,44.94%
59,5931301,Līgatnes novada vidusskola,ANG12,48.75%
59,5931301,Līgatnes novada vidusskola,MAT12,31.13%
59,5931301,Līgatnes novada vidusskola,LAT12,54.13%
60,6031303,Līvānu 1. vidusskola,ANG12,60.35%
60,6031303,Līvānu 1. vidusskola,MAT12,45.07%
60,6031303,Līvānu 1. vidusskola,LAT12,61.32%
60,6031408,Rudzātu vidusskola,ANG12,57.56%
60,6031408,Rudzātu vidusskola,MAT12,72.11%
60,6031408,Rudzātu vidusskola,LAT12,67.67%
60,6033304,Līvānu 2. vidusskola,ANG12,47.20%
60,6033304,Līvānu 2. vidusskola,MAT12,38.80%
60,6033304,Līvānu 2. vidusskola,LAT12,41.74%
60,6041305,Līvānu novada Vakara (maiņu) vidusskola,ANG12,48.75%
60,6041305,Līvānu novada Vakara (maiņu) vidusskola,MAT12,30.68%
60,6041305,Līvānu novada Vakara (maiņu) vidusskola,LAT12,50.18%
61,6131301,Lubānas vidusskola,ANG12,48.81%
61,6131301,Lubānas vidusskola,MAT12,35.64%
61,6131301,Lubānas vidusskola,LAT12,63.32%
62,6233304,Ludzas 2. vidusskola,ANG12,47.00%
62,6233304,Ludzas 2. vidusskola,MAT12,27.79%
62,6233304,Ludzas 2. vidusskola,LAT12,41.25%
62,6233403,Istras vidusskola,ANG12,22.80%
62,6233403,Istras vidusskola,MAT12,36.50%
62,6233403,Istras vidusskola,LAT12,27.90%
62,6243306,Ludzas novada vakara vidusskola,ANG12,28.57%
62,6243306,Ludzas novada vakara vidusskola,MAT12,19.59%
62,6243306,Ludzas novada vakara vidusskola,LAT12,33.66%
62,6251307,Ludzas pilsētas ģimnāzija,ANG12,54.71%
62,6251307,Ludzas pilsētas ģimnāzija,MAT12,47.90%
62,6251307,Ludzas pilsētas ģimnāzija,LAT12,66.96%
63,6331314,Madonas pilsētas 1. vidusskola,ANG12,66.04%
63,6331314,Madonas pilsētas 1. vidusskola,MAT12,46.25%
63,6331314,Madonas pilsētas 1. vidusskola,LAT12,69.48%
63,6331413,Andreja Eglīša Ļaudonas vidusskola,ANG12,48.71%
63,6331413,Andreja Eglīša Ļaudonas vidusskola,MAT12,24.50%
63,6331413,Andreja Eglīša Ļaudonas vidusskola,LAT12,52.25%
63,6333315,Madonas pilsētas 2. vidusskola,ANG12,47.13%
63,6333315,Madonas pilsētas 2. vidusskola,MAT12,31.25%
63,6333315,Madonas pilsētas 2. vidusskola,LAT12,55.88%
63,6341316,Madonas Vakara un neklātienes vidusskola,ANG12,39.08%
63,6341316,Madonas Vakara un neklātienes vidusskola,MAT12,12.19%
63,6341316,Madonas Vakara un neklātienes vidusskola,LAT12,42.53%
63,6361317,Madonas Valsts ģimnāzija,ANG12,72.29%
63,6361317,Madonas Valsts ģimnāzija,MAT12,57.53%
63,6361317,Madonas Valsts ģimnāzija,LAT12,72.65%
63,6371401,Barkavas Profesionālā vidusskola,ANG12,35.03%
63,6371401,Barkavas Profesionālā vidusskola,MAT12,18.78%
63,6371401,Barkavas Profesionālā vidusskola,LAT12,48.54%
64,6431301,Mazsalacas vidusskola,ANG12,57.13%
64,6431301,Mazsalacas vidusskola,MAT12,33.20%
64,6431301,Mazsalacas vidusskola,LAT12,54.90%
65,6531303,Mālpils vidusskola,ANG12,61.35%
65,6531303,Mālpils vidusskola,MAT12,36.80%
65,6531303,Mālpils vidusskola,LAT12,63.60%
65,6571302,Mālpils Profesionālā vidusskola,ANG12,29.89%
65,6571302,Mālpils Profesionālā vidusskola,MAT12,15.37%
65,6571302,Mālpils Profesionālā vidusskola,LAT12,42.29%
66,6631303,Mārupes vidusskola,ANG12,62.79%
66,6631303,Mārupes vidusskola,MAT12,44.06%
66,6631303,Mārupes vidusskola,LAT12,64.49%
67,6731402,Naukšēnu novada vidusskola,ANG12,50.50%
67,6731402,Naukšēnu novada vidusskola,MAT12,34.88%
67,6731402,Naukšēnu novada vidusskola,LAT12,53.13%
68,6831402,Neretas Jāņa Jaunsudrabiņa vidusskola,ANG12,56.10%
68,6831402,Neretas Jāņa Jaunsudrabiņa vidusskola,MAT12,41.75%
68,6831402,Neretas Jāņa Jaunsudrabiņa vidusskola,LAT12,60.70%
69,6931401,Nīcas vidusskola,ANG12,51.05%
69,6931401,Nīcas vidusskola,MAT12,38.59%
69,6931401,Nīcas vidusskola,LAT12,54.45%
70,7031308,Ogres 1. vidusskola,ANG12,71.15%
70,7031308,Ogres 1. vidusskola,MAT12,49.89%
70,7031308,Ogres 1. vidusskola,LAT12,70.45%
70,7031405,Madlienas vidusskola,ANG12,53.33%
70,7031405,Madlienas vidusskola,MAT12,37.77%
70,7031405,Madlienas vidusskola,LAT12,66.08%
70,7031418,Suntažu vidusskola,ANG12,50.06%
70,7031418,Suntažu vidusskola,MAT12,37.39%
70,7031418,Suntažu vidusskola,LAT12,55.28%
70,7031419,Taurupes vidusskola,ANG12,49.60%
70,7031419,Taurupes vidusskola,MAT12,25.64%
70,7031419,Taurupes vidusskola,LAT12,51.09%
70,7033301,Jaunogres vidusskola,ANG12,50.19%
70,7033301,Jaunogres vidusskola,MAT12,53.05%
70,7033301,Jaunogres vidusskola,LAT12,51.43%
70,7041308,Ogres 1.vidusskolas vakara un neklātienes nodaļa,ANG12,49.50%
70,7041308,Ogres 1.vidusskolas vakara un neklātienes nodaļa,MAT12,30.58%
70,7041308,Ogres 1.vidusskolas vakara un neklātienes nodaļa,LAT12,50.67%
70,7061314,Ogres Valsts ģimnāzija,ANG12,63.06%
70,7061314,Ogres Valsts ģimnāzija,MAT12,45.85%
70,7061314,Ogres Valsts ģimnāzija,LAT12,70.81%
70,7071421,Ogres Valsts tehnikums,ANG12,39.62%
70,7071421,Ogres Valsts tehnikums,MAT12,18.50%
70,7071421,Ogres Valsts tehnikums,LAT12,46.29%
71,7132302,Olaines 2. vidusskola,ANG12,50.93%
71,7132302,Olaines 2. vidusskola,MAT12,39.57%
71,7132302,Olaines 2. vidusskola,LAT12,38.43%
71,7133301,Olaines 1. vidusskola,ANG12,70.58%
71,7133301,Olaines 1. vidusskola,MAT12,49.31%
71,7133301,Olaines 1. vidusskola,LAT12,66.13%
71,7171303,Olaines Mehānikas un tehnoloģijas koledža,ANG12,40.32%
71,7171303,Olaines Mehānikas un tehnoloģijas koledža,MAT12,21.75%
71,7171303,Olaines Mehānikas un tehnoloģijas koledža,LAT12,41.24%
72,7231402,Ozolnieku vidusskola,ANG12,64.38%
72,7231402,Ozolnieku vidusskola,MAT12,39.63%
72,7231402,Ozolnieku vidusskola,LAT12,66.44%
73,7331405,Stalbes vidusskola,ANG12,32.80%
73,7331405,Stalbes vidusskola,MAT12,21.00%
73,7331405,Stalbes vidusskola,LAT12,43.33%
74,7431301,Pāvilostas vidusskola,ANG12,68.63%
74,7431301,Pāvilostas vidusskola,MAT12,59.50%
74,7431301,Pāvilostas vidusskola,LAT12,74.88%
75,7553302,Pļaviņu novada ģimnāzija,ANG12,61.67%
75,7553302,Pļaviņu novada ģimnāzija,MAT12,42.26%
75,7553302,Pļaviņu novada ģimnāzija,LAT12,56.96%
76,7633305,Preiļu 2. vidusskola,ANG12,49.42%
76,7633305,Preiļu 2. vidusskola,MAT12,43.20%
76,7633305,Preiļu 2. vidusskola,LAT12,55.50%
76,7643306,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,ANG12,39.00%
76,7643306,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,MAT12,25.67%
76,7643306,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,LAT12,46.47%
76,7661307,Preiļu Valsts ģimnāzija,ANG12,62.65%
76,7661307,Preiļu Valsts ģimnāzija,MAT12,62.50%
76,7661307,Preiļu Valsts ģimnāzija,LAT12,74.34%
76,7671300,Viduslatgales Profesionālā vidusskola Preiļi,ANG12,31.41%
76,7671300,Viduslatgales Profesionālā vidusskola Preiļi,MAT12,17.37%
76,7671300,Viduslatgales Profesionālā vidusskola Preiļi,LAT12,42.48%
77,7731304,Priekules vidusskola,ANG12,64.11%
77,7731304,Priekules vidusskola,MAT12,47.58%
77,7731304,Priekules vidusskola,LAT12,66.00%
78,7831404,Priekuļu vidusskola,ANG12,61.25%
78,7831404,Priekuļu vidusskola,MAT12,32.07%
78,7831404,Priekuļu vidusskola,LAT12,61.21%
78,7871401,"Priekuļu un Jāņmuižas Valsts tehnikums, Jāņmuižas filiāle",ANG12,33.53%
78,7871401,"Priekuļu un Jāņmuižas Valsts tehnikums, Jāņmuižas filiāle",MAT12,21.52%
78,7871401,"Priekuļu un Jāņmuižas Valsts tehnikums, Jāņmuižas filiāle",LAT12,44.00%
78,7871408,Priekuļu un Jāņmuižas Valsts tehnikums,ANG12,44.17%
78,7871408,Priekuļu un Jāņmuižas Valsts tehnikums,MAT12,23.29%
78,7871408,Priekuļu un Jāņmuižas Valsts tehnikums,LAT12,44.46%
79,7931403,Raunas vidusskola,ANG12,44.71%
79,7931403,Raunas vidusskola,MAT12,29.30%
79,7931403,Raunas vidusskola,LAT12,55.50%
80,8031406,Dricānu vidusskola,ANG12,57.00%
80,8031406,Dricānu vidusskola,MAT12,49.55%
80,8031406,Dricānu vidusskola,LAT12,58.36%
80,8031418,Lūcijas Rancānes Makašānu AMAT12u vidusskola,ANG12,49.50%
80,8031418,Lūcijas Rancānes Makašānu AMAT12u vidusskola,MAT12,44.77%
80,8031418,Lūcijas Rancānes Makašānu AMAT12u vidusskola,LAT12,53.15%
80,8031420,Maltas 1. vidusskola,ANG12,48.93%
80,8031420,Maltas 1. vidusskola,MAT12,34.33%
80,8031420,Maltas 1. vidusskola,LAT12,57.15%
80,8031424,Nautrēnu vidusskola,ANG12,67.50%
80,8031424,Nautrēnu vidusskola,MAT12,43.61%
80,8031424,Nautrēnu vidusskola,LAT12,55.35%
80,8032432,Tiskādu vidusskola,ANG12,29.45%
80,8032432,Tiskādu vidusskola,MAT12,41.73%
80,8032432,Tiskādu vidusskola,LAT12,27.45%
80,8033412,Kaunatas vidusskola,ANG12,46.95%
80,8033412,Kaunatas vidusskola,MAT12,27.37%
80,8033412,Kaunatas vidusskola,LAT12,58.68%
80,8033421,Maltas 2. vidusskola,ANG12,30.33%
80,8033421,Maltas 2. vidusskola,MAT12,19.73%
80,8033421,Maltas 2. vidusskola,LAT12,26.36%
81,8131203,Rēzeknes 1. vidusskola,ANG12,64.28%
81,8131203,Rēzeknes 1. vidusskola,MAT12,59.02%
81,8131203,Rēzeknes 1. vidusskola,LAT12,69.83%
81,8131205,Rēzeknes 2. vidusskola,ANG12,52.74%
81,8131205,Rēzeknes 2. vidusskola,MAT12,47.82%
81,8131205,Rēzeknes 2. vidusskola,LAT12,47.91%
81,8131208,Rēzeknes 5. vidusskola,ANG12,68.00%
81,8131208,Rēzeknes 5. vidusskola,MAT12,59.29%
81,8131208,Rēzeknes 5. vidusskola,LAT12,71.59%
81,8132207,Rēzeknes 4. vidusskola,ANG12,30.86%
81,8132207,Rēzeknes 4. vidusskola,MAT12,39.79%
81,8132207,Rēzeknes 4. vidusskola,LAT12,42.80%
81,8132209,Rēzeknes 6. vidusskola,ANG12,51.16%
81,8132209,Rēzeknes 6. vidusskola,MAT12,53.88%
81,8132209,Rēzeknes 6. vidusskola,LAT12,52.35%
81,8133206,Rēzeknes 3. vidusskola,ANG12,51.43%
81,8133206,Rēzeknes 3. vidusskola,MAT12,52.29%
81,8133206,Rēzeknes 3. vidusskola,LAT12,49.50%
81,8143213,Rēzeknes vakara vidusskola,ANG12,29.91%
81,8143213,Rēzeknes vakara vidusskola,MAT12,30.04%
81,8143213,Rēzeknes vakara vidusskola,LAT12,33.19%
81,8154215,Rēzeknes valsts poļu ģimnāzija,ANG12,64.08%
81,8154215,Rēzeknes valsts poļu ģimnāzija,MAT12,63.44%
81,8154215,Rēzeknes valsts poļu ģimnāzija,LAT12,69.50%
81,8161214,Rēzeknes Valsts ģimnāzija,ANG12,66.66%
81,8161214,Rēzeknes Valsts ģimnāzija,MAT12,47.51%
81,8161214,Rēzeknes Valsts ģimnāzija,LAT12,72.59%
81,8171201,Jāņa Ivanova Rēzeknes mūzikas vidusskola,ANG12,52.54%
81,8171201,Jāņa Ivanova Rēzeknes mūzikas vidusskola,MAT12,41.69%
81,8171201,Jāņa Ivanova Rēzeknes mūzikas vidusskola,LAT12,74.77%
81,8171204,Rēzeknes 14. arodvidusskola,ANG12,25.23%
81,8171204,Rēzeknes 14. arodvidusskola,MAT12,11.77%
81,8171204,Rēzeknes 14. arodvidusskola,LAT12,35.90%
81,8171212,Rēzeknes Mākslas un dizaina vidusskola,ANG12,49.53%
81,8171212,Rēzeknes Mākslas un dizaina vidusskola,MAT12,46.33%
81,8171212,Rēzeknes Mākslas un dizaina vidusskola,LAT12,60.20%
81,8171225,Rēzeknes Profesionālā vidusskola,ANG12,35.16%
81,8171225,Rēzeknes Profesionālā vidusskola,MAT12,15.62%
81,8171225,Rēzeknes Profesionālā vidusskola,LAT12,44.02%
81,8171302,Viļānu 41. arodvidusskola,ANG12,27.38%
81,8171302,Viļānu 41. arodvidusskola,MAT12,10.31%
81,8171302,Viļānu 41. arodvidusskola,LAT12,29.04%
81,8171417,Lūznavas Profesionālā vidusskola,ANG12,22.58%
81,8171417,Lūznavas Profesionālā vidusskola,MAT12,10.00%
81,8171417,Lūznavas Profesionālā vidusskola,LAT12,32.13%
82,8233404,Riebiņu vidusskola,ANG12,55.00%
82,8233404,Riebiņu vidusskola,MAT12,53.90%
82,8233404,Riebiņu vidusskola,LAT12,55.45%
83,8331117,Rīgas Centra humanitārā vidusskola,ANG12,84.25%
83,8331117,Rīgas Centra humanitārā vidusskola,MAT12,52.71%
83,8331117,Rīgas Centra humanitārā vidusskola,LAT12,76.71%
83,8331137,Rīgas Natālijas Draudziņas vidusskola ,ANG12,69.78%
83,8331137,Rīgas Natālijas Draudziņas vidusskola ,MAT12,45.67%
83,8331137,Rīgas Natālijas Draudziņas vidusskola ,LAT12,63.46%
83,8332109,Rīgas 22. vidusskola,ANG12,65.19%
83,8332109,Rīgas 22. vidusskola,MAT12,41.19%
83,8332109,Rīgas 22. vidusskola,LAT12,43.48%
83,8332111,Rīgas 40. vidusskola,ANG12,70.63%
83,8332111,Rīgas 40. vidusskola,MAT12,57.26%
83,8332111,Rīgas 40. vidusskola,LAT12,52.15%
83,8341122,Rīgas Raiņa 8. vakara (maiņu) vidusskola,ANG12,53.01%
83,8341122,Rīgas Raiņa 8. vakara (maiņu) vidusskola,MAT12,20.00%
83,8341122,Rīgas Raiņa 8. vakara (maiņu) vidusskola,LAT12,50.28%
83,8352106,Privātā Rīgas Tehnolingvistiskā ģimnāzija,ANG12,67.13%
83,8352106,Privātā Rīgas Tehnolingvistiskā ģimnāzija,MAT12,44.55%
83,8352106,Privātā Rīgas Tehnolingvistiskā ģimnāzija,LAT12,47.70%
83,8361130,Rīgas Valsts 1. ģimnāzija,ANG12,86.04%
83,8361130,Rīgas Valsts 1. ģimnāzija,MAT12,88.33%
83,8361130,Rīgas Valsts 1. ģimnāzija,LAT12,78.02%
83,8361131,Rīgas Valsts 3. ģimnāzija,ANG12,71.98%
83,8361131,Rīgas Valsts 3. ģimnāzija,MAT12,61.30%
83,8361131,Rīgas Valsts 3. ģimnāzija,LAT12,71.05%
83,8371105,"Privātā Profesionālā vidusskola ""SIGMA""",ANG12,52.50%
83,8371105,"Privātā Profesionālā vidusskola ""SIGMA""",MAT12,21.44%
83,8371105,"Privātā Profesionālā vidusskola ""SIGMA""",LAT12,31.56%
83,8391101,Latvijas Universitāte,ANG12,60.71%
83,8391101,Latvijas Universitāte,MAT12,50.94%
83,8391101,Latvijas Universitāte,LAT12,54.07%
84,8431110,"Privātā vidusskola ""Patnis""",ANG12,76.86%
84,8431110,"Privātā vidusskola ""Patnis""",MAT12,50.86%
84,8431110,"Privātā vidusskola ""Patnis""",LAT12,58.86%
84,8431114,Rīgas 19. vidusskola,ANG12,49.90%
84,8431114,Rīgas 19. vidusskola,MAT12,23.17%
84,8431114,Rīgas 19. vidusskola,LAT12,45.63%
84,8431117,Rīgas 41. vidusskola,ANG12,69.05%
84,8431117,Rīgas 41. vidusskola,MAT12,33.92%
84,8431117,Rīgas 41. vidusskola,LAT12,52.81%
84,8431120,Rīgas 69. vidusskola,ANG12,63.31%
84,8431120,Rīgas 69. vidusskola,MAT12,45.35%
84,8431120,Rīgas 69. vidusskola,LAT12,65.65%
84,8431128,Rīgas Imantas vidusskola,ANG12,59.09%
84,8431128,Rīgas Imantas vidusskola,MAT12,31.22%
84,8431128,Rīgas Imantas vidusskola,LAT12,61.88%
84,8432112,"Privātskola ""Latreia""",ANG12,39.33%
84,8432112,"Privātskola ""Latreia""",MAT12,19.33%
84,8432112,"Privātskola ""Latreia""",LAT12,39.33%
84,8432115,Rīgas 33. vidusskola,ANG12,61.54%
84,8432115,Rīgas 33. vidusskola,MAT12,55.19%
84,8432115,Rīgas 33. vidusskola,LAT12,56.46%
84,8432116,Rīgas 34. vidusskola,ANG12,69.49%
84,8432116,Rīgas 34. vidusskola,MAT12,55.81%
84,8432116,Rīgas 34. vidusskola,LAT12,50.24%
84,8432118,Rīgas 54. vidusskola,ANG12,50.00%
84,8432118,Rīgas 54. vidusskola,MAT12,25.62%
84,8432118,Rīgas 54. vidusskola,LAT12,35.31%
84,8432119,Rīgas 68. vidusskola,ANG12,57.13%
84,8432119,Rīgas 68. vidusskola,MAT12,45.40%
84,8432119,Rīgas 68. vidusskola,LAT12,39.39%
