"Novada 
kods",Skola,"Skolas 
kods",Priekšmets,Kopvērtējums,"Kārtotāju 
skaits"
109,Tukuma Raiņa ģimnāzija,10951317,MAT12,38.68%,57
109,Tukuma Raiņa ģimnāzija,10951317,LAT12,65.32%,58
109,Tukuma Vakara un neklātienes vidusskola,10941319,ANG12,61.15%,26
109,Tukuma Vakara un neklātienes vidusskola,10941319,MAT12,14.84%,36
109,Tukuma Vakara un neklātienes vidusskola,10941319,LAT12,46.63%,36
109,Tumes vidusskola,10931420,ANG12,62.33%,10
109,Tumes vidusskola,10931420,MAT12,22.95%,11
109,Tumes vidusskola,10931420,LAT12,64.61%,11
109,Zemgales vidusskola,10931421,ANG12,52.21%,11
109,Zemgales vidusskola,10931421,MAT12,27.55%,12
109,Zemgales vidusskola,10931421,LAT12,55.11%,12
110,Vaiņodes vidusskola,11031402,ANG12,58.03%,12
110,Vaiņodes vidusskola,11031402,MAT12,28.75%,13
110,Vaiņodes vidusskola,11031402,LAT12,48.64%,13
111,Valkas Jāņa Cimzes ģimnāzija,11151304,ANG12,73.28%,18
111,Valkas Jāņa Cimzes ģimnāzija,11151304,MAT12,50.20%,22
111,Valkas Jāņa Cimzes ģimnāzija,11151304,LAT12,58.84%,23
113,Valmieras 2. vidusskola,11333201,ANG12,59.82%,13
113,Valmieras 2. vidusskola,11333201,MAT12,30.62%,22
113,Valmieras 2. vidusskola,11333201,LAT12,39.74%,22
113,Valmieras 5. vidusskola,11331204,ANG12,57.01%,34
113,Valmieras 5. vidusskola,11331204,MAT12,23.32%,36
113,Valmieras 5. vidusskola,11331204,LAT12,48.37%,36
113,Valmieras Mākslas vidusskola,11371205,ANG12,56.18%,5
113,Valmieras Mākslas vidusskola,11371205,MAT12,21.49%,18
113,Valmieras Mākslas vidusskola,11371205,LAT12,56.08%,14
113,Valmieras Pārgaujas ģimnāzija,11351207,ANG12,73.41%,56
113,Valmieras Pārgaujas ģimnāzija,11351207,MAT12,44.03%,57
113,Valmieras Pārgaujas ģimnāzija,11351207,LAT12,67.41%,57
113,Valmieras tehnikums,11371216,ANG12,41.11%,67
113,Valmieras tehnikums,11371216,MAT12,13.59%,70
113,Valmieras tehnikums,11371216,LAT12,44.86%,64
113,Valmieras Valsts ģimnāzija,11361212,ANG12,75.43%,83
113,Valmieras Valsts ģimnāzija,11361212,MAT12,47.76%,86
113,Valmieras Valsts ģimnāzija,11361212,LAT12,63.29%,86
113,Valmieras Viestura vidusskola,11331213,ANG12,65.05%,54
113,Valmieras Viestura vidusskola,11331213,MAT12,34.87%,54
113,Valmieras Viestura vidusskola,11331213,LAT12,57.98%,54
113,Vidzemes Augstskola,11391212,ANG12,56.94%,3
114,Varakļānu vidusskola,11431303,ANG12,49.82%,18
114,Varakļānu vidusskola,11431303,MAT12,27.29%,18
114,Varakļānu vidusskola,11431303,LAT12,53.18%,18
115,Vārkavas vidusskola,11531404,ANG12,53.75%,9
115,Vārkavas vidusskola,11531404,MAT12,43.60%,13
115,Vārkavas vidusskola,11531404,LAT12,54.98%,13
116,Cēsu 2. vidusskolas Vecpiebalgas konsultpunkts,11631401,ANG12,69.29%,2
116,Cēsu 2. vidusskolas Vecpiebalgas konsultpunkts,11631401,MAT12,24.17%,3
116,Cēsu 2. vidusskolas Vecpiebalgas konsultpunkts,11631401,LAT12,39.39%,3
116,Vecpiebalgas vidusskola,11631405,ANG12,61.02%,23
116,Vecpiebalgas vidusskola,11631405,MAT12,28.46%,24
116,Vecpiebalgas vidusskola,11631405,LAT12,60.98%,24
117,Misas vidusskola,11731402,ANG12,62.41%,10
117,Misas vidusskola,11731402,MAT12,22.32%,17
117,Misas vidusskola,11731402,LAT12,48.32%,17
117,Skaistkalnes vidusskola,11731403,ANG12,63.47%,14
117,Skaistkalnes vidusskola,11731403,MAT12,34.26%,16
117,Skaistkalnes vidusskola,11731403,LAT12,54.31%,15
117,Vecumnieku novada Domes Valles vidusskola,11731406,ANG12,38.21%,7
117,Vecumnieku novada Domes Valles vidusskola,11731406,MAT12,21.09%,8
117,Vecumnieku novada Domes Valles vidusskola,11731406,LAT12,44.31%,8
117,Vecumnieku vidusskola,11731407,ANG12,63.15%,10
117,Vecumnieku vidusskola,11731407,MAT12,40.68%,11
117,Vecumnieku vidusskola,11731407,LAT12,58.47%,11
118,Ugāles vidusskola,11831408,ANG12,65.98%,8
118,Ugāles vidusskola,11831408,MAT12,51.80%,9
118,Ugāles vidusskola,11831408,LAT12,66.22%,9
119,Profesionālās izglītības kompetences centrs 'Ventspils Mūzikas vidusskola',11971212,ANG12,66.94%,18
119,Profesionālās izglītības kompetences centrs 'Ventspils Mūzikas vidusskola',11971212,MAT12,34.37%,18
119,Profesionālās izglītības kompetences centrs 'Ventspils Mūzikas vidusskola',11971212,LAT12,69.63%,18
119,Ventspils 2. vidusskola,11933206,ANG12,60.86%,31
119,Ventspils 2. vidusskola,11933206,MAT12,48.94%,32
119,Ventspils 2. vidusskola,11933206,LAT12,36.25%,32
119,Ventspils 3. vidusskola,11933207,ANG12,58.96%,16
119,Ventspils 3. vidusskola,11933207,MAT12,37.83%,17
119,Ventspils 3. vidusskola,11933207,LAT12,34.35%,17
119,Ventspils 4. vidusskola,11931208,ANG12,66.98%,52
119,Ventspils 4. vidusskola,11931208,MAT12,53.72%,52
119,Ventspils 4. vidusskola,11931208,LAT12,59.76%,52
119,Ventspils 6. vidusskola,11933210,ANG12,68.25%,24
119,Ventspils 6. vidusskola,11933210,MAT12,41.95%,26
119,Ventspils 6. vidusskola,11933210,LAT12,50.08%,26
119,Ventspils Tehnikums,11971216,ANG12,51.44%,121
119,Ventspils Tehnikums,11971216,MAT12,17.51%,147
119,Ventspils Tehnikums,11971216,LAT12,43.86%,143
119,Ventspils vakara vidusskola,11943214,ANG12,46.79%,22
119,Ventspils vakara vidusskola,11943214,MAT12,15.31%,32
119,Ventspils vakara vidusskola,11943214,LAT12,44.50%,30
119,Ventspils Valsts 1. ģimnāzija,11961203,ANG12,74.41%,58
119,Ventspils Valsts 1. ģimnāzija,11961203,MAT12,53.15%,63
119,Ventspils Valsts 1. ģimnāzija,11961203,LAT12,65.54%,63
120,Viesītes vidusskola,12031303,ANG12,64.31%,11
120,Viesītes vidusskola,12031303,MAT12,52.78%,11
120,Viesītes vidusskola,12031303,LAT12,65.70%,11
121,Rekavas vidusskola,12131411,ANG12,65.13%,3
121,Rekavas vidusskola,12131411,MAT12,39.97%,19
121,Rekavas vidusskola,12131411,LAT12,44.61%,19
121,Viļakas Valsts ģimnāzija,12161321,ANG12,64.31%,14
121,Viļakas Valsts ģimnāzija,12161321,MAT12,61.65%,14
121,Viļakas Valsts ģimnāzija,12161321,LAT12,72.68%,14
122,Viļānu vidusskola,12233303,ANG12,57.90%,9
122,Viļānu vidusskola,12233303,MAT12,23.55%,22
122,Viļānu vidusskola,12233303,LAT12,48.76%,23
123,Zilupes vidusskola,12333303,ANG12,30.63%,25
123,Zilupes vidusskola,12333303,MAT12,26.78%,27
123,Zilupes vidusskola,12333303,LAT12,33.96%,27
126,Mērsraga vidusskola,12631401,ANG12,66.12%,6
126,Mērsraga vidusskola,12631401,MAT12,33.12%,7
126,Mērsraga vidusskola,12631401,LAT12,53.24%,7
