Priekšmets,Skola,Kopvērtējums
LAT12,Rīgas Stila un modes profesionālā vidusskola,44.78%
ANG12,Rīgas Tehniskā koledža,47.99%
MAT12,Rīgas Tehniskā koledža,23.51%
LAT12,Rīgas Tehniskā koledža,43.57%
ANG12,Rīgas Tehniskās universitātes Liepājas filiāle,47.99%
MAT12,Rīgas Tehniskās universitātes Liepājas filiāle,27.54%
LAT12,Rīgas Tehniskās universitātes Liepājas filiāle,46.37%
ANG12,Rīgas Teikas vidusskola,71.11%
MAT12,Rīgas Teikas vidusskola,49.80%
LAT12,Rīgas Teikas vidusskola,63.09%
ANG12,Rīgas Tirdzniecības tehnikums,49.12%
MAT12,Rīgas Tirdzniecības tehnikums,22.81%
LAT12,Rīgas Tirdzniecības tehnikums,44.61%
ANG12,Rīgas Tūrisma un tirdzniecības skola,42.31%
MAT12,Rīgas Tūrisma un tirdzniecības skola,34.47%
LAT12,Rīgas Tūrisma un tirdzniecības skola,39.94%
ANG12,Rīgas Ukraiņu vidusskola,61.06%
MAT12,Rīgas Ukraiņu vidusskola,41.07%
ANG12,Rīgas Universālā vidusskola,55.46%
MAT12,Rīgas Universālā vidusskola,45.22%
ANG12,Rīgas Uzņēmējdarbības koledža,49.71%
MAT12,Rīgas Uzņēmējdarbības koledža,31.15%
LAT12,Rīgas Uzņēmējdarbības koledža,49.20%
ANG12,Rīgas Uzņēmējdarbības tehniskā skola,44.39%
MAT12,Rīgas Uzņēmējdarbības tehniskā skola,25.09%
ANG12,Rīgas Uzņēmējdarbības tehniskā skola Kuldīgas filiāle,57.46%
MAT12,Rīgas Uzņēmējdarbības tehniskā skola Kuldīgas filiāle,38.68%
LAT12,Rīgas Uzņēmējdarbības tehniskā skola Kuldīgas filiāle,43.38%
ANG12,Rīgas vakara ģimnāzija,43.70%
MAT12,Rīgas vakara ģimnāzija,24.91%
LAT12,Rīgas vakara ģimnāzija,48.87%
ANG12,Rīgas Valsts 1. ģimnāzija,81.95%
MAT12,Rīgas Valsts 1. ģimnāzija,87.14%
LAT12,Rīgas Valsts 1. ģimnāzija,77.01%
ANG12,Rīgas Valsts tehnikuma Balvu filiāle,47.47%
MAT12,Rīgas Valsts tehnikuma Balvu filiāle,48.32%
LAT12,Rīgas Valsts tehnikuma Balvu filiāle,51.15%
ANG12,Rīgas Valsts tehnikuma Krāslavas filiāle,30.67%
MAT12,Rīgas Valsts tehnikuma Krāslavas filiāle,26.15%
LAT12,Rīgas Valsts tehnikuma Krāslavas filiāle,24.00%
ANG12,Rīgas Valsts Tehnikuma Poligrāfijas centrs,43.25%
MAT12,Rīgas Valsts Tehnikuma Poligrāfijas centrs,18.68%
LAT12,Rīgas Valsts Tehnikuma Poligrāfijas centrs,34.73%
ANG12,Rīgas Valsts tehnikums,43.11%
MAT12,Rīgas Valsts tehnikums,27.64%
LAT12,Rīgas Valsts tehnikums,37.63%
ANG12,Rīgas Valsts tehnikums,44.27%
MAT12,Rīgas Valsts tehnikums,26.90%
LAT12,Rīgas Valsts tehnikums,33.09%
ANG12,"Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",69.73%
MAT12,"Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",64.93%
ANG12,Rīgas Zolitūdes ģimnāzija,62.57%
MAT12,Rīgas Zolitūdes ģimnāzija,52.79%
ANG12,Rojas vidusskola,53.66%
MAT12,Rojas vidusskola,40.14%
LAT12,Rojas vidusskola,63.28%
ANG12,Ropažu vidusskola,56.16%
MAT12,Ropažu vidusskola,38.07%
LAT12,Ropažu vidusskola,56.14%
ANG12,RTU Liepājas filiāles Ventspils nodaļa,47.25%
MAT12,RTU Liepājas filiāles Ventspils nodaļa,29.15%
LAT12,RTU Liepājas filiāles Ventspils nodaļa,55.75%
ANG12,Rudzātu vidusskola,53.50%
MAT12,Rudzātu vidusskola,59.68%
LAT12,Rudzātu vidusskola,60.80%
ANG12,Rugāju novada vidusskola,50.71%
MAT12,Rugāju novada vidusskola,49.41%
LAT12,Rugāju novada vidusskola,61.67%
ANG12,Rūjienas vidusskola,52.89%
MAT12,Rūjienas vidusskola,35.54%
LAT12,Rūjienas vidusskola,61.66%
ANG12,Š. Dubnova Rīgas Ebreju vidusskola,61.62%
MAT12,Š. Dubnova Rīgas Ebreju vidusskola,50.29%
ANG12,Sabiles vidusskola,55.34%
MAT12,Sabiles vidusskola,24.75%
LAT12,Sabiles vidusskola,44.76%
ANG12,Salacgrīvas vidusskola,55.06%
MAT12,Salacgrīvas vidusskola,27.88%
LAT12,Salacgrīvas vidusskola,54.32%
ANG12,Salas vidusskola,59.08%
MAT12,Salas vidusskola,39.37%
LAT12,Salas vidusskola,63.96%
ANG12,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",58.95%
MAT12,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",39.66%
LAT12,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",60.37%
ANG12,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",49.15%
MAT12,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",40.03%
ANG12,Saldus 2. vidusskola,58.14%
MAT12,Saldus 2. vidusskola,45.17%
LAT12,Saldus 2. vidusskola,64.21%
ANG12,Saldus ģimnāzija,52.40%
MAT12,Saldus ģimnāzija,45.39%
LAT12,Saldus ģimnāzija,55.58%
ANG12,Saldus novada pašvaldības Druvas vidusskola,58.46%
MAT12,Saldus novada pašvaldības Druvas vidusskola,35.50%
LAT12,Saldus novada pašvaldības Druvas vidusskola,58.20%
ANG12,Saldus novada pašvaldības Ezeres vidusskola,35.58%
MAT12,Saldus novada pašvaldības Ezeres vidusskola,36.94%
LAT12,Saldus novada pašvaldības Ezeres vidusskola,48.21%
ANG12,Saldus novada pašvaldības Kalnu vidusskola,43.50%
MAT12,Saldus novada pašvaldības Kalnu vidusskola,24.37%
LAT12,Saldus novada pašvaldības Kalnu vidusskola,47.08%
ANG12,Saldus Profesionālā vidusskola,38.81%
MAT12,Saldus Profesionālā vidusskola,22.36%
LAT12,Saldus Profesionālā vidusskola,39.34%
ANG12,Saldus Vakara vidusskola,36.61%
MAT12,Saldus Vakara vidusskola,18.45%
LAT12,Saldus Vakara vidusskola,39.86%
ANG12,Salienas vidusskola,36.52%
MAT12,Salienas vidusskola,49.37%
ANG12,Saulaines Profesionālā vidusskola,28.98%
MAT12,Saulaines Profesionālā vidusskola,13.72%
LAT12,Saulaines Profesionālā vidusskola,34.05%
ANG12,Saulkrastu vidusskola,57.10%
MAT12,Saulkrastu vidusskola,32.19%
LAT12,Saulkrastu vidusskola,58.26%
ANG12,SIA „Rīgas Tālmācības vidusskola”,50.66%
MAT12,SIA „Rīgas Tālmācības vidusskola”,24.74%
LAT12,SIA „Rīgas Tālmācības vidusskola”,48.81%
ANG12,Siguldas 2. vidusskola,52.19%
MAT12,Siguldas 2. vidusskola,35.67%
LAT12,Siguldas 2. vidusskola,55.71%
ANG12,Siguldas novada vidusskola,48.00%
MAT12,Siguldas novada vidusskola,26.55%
LAT12,Siguldas novada vidusskola,54.14%
ANG12,Siguldas Valsts ģimnāzija,70.87%
MAT12,Siguldas Valsts ģimnāzija,63.63%
LAT12,Siguldas Valsts ģimnāzija,75.11%
ANG12,Skaistkalnes vidusskola,47.86%
MAT12,Skaistkalnes vidusskola,33.70%
LAT12,Skaistkalnes vidusskola,47.36%
ANG12,Skrundas arodvidusskola,34.75%
MAT12,Skrundas arodvidusskola,18.12%
LAT12,Skrundas arodvidusskola,34.55%
ANG12,Skrundas vidusskola,53.32%
MAT12,Skrundas vidusskola,42.06%
LAT12,Skrundas vidusskola,47.98%
ANG12,Smiltenes Centra vidusskola,59.63%
MAT12,Smiltenes Centra vidusskola,51.45%
LAT12,Smiltenes Centra vidusskola,67.59%
ANG12,Smiltenes ģimnāzija,51.69%
MAT12,Smiltenes ģimnāzija,42.66%
LAT12,Smiltenes ģimnāzija,60.17%
ANG12,Smiltenes Profesionālā vidusskola,27.33%
MAT12,Smiltenes Profesionālā vidusskola,20.83%
LAT12,Smiltenes Profesionālā vidusskola,30.75%
ANG12,Smiltenes tehnikums,36.06%
MAT12,Smiltenes tehnikums,21.56%
LAT12,Smiltenes tehnikums,40.01%
ANG12,Sociālās integrācijas valsts aģentūras Jūrmalas profesionālā vidusskola,55.91%
MAT12,Sociālās integrācijas valsts aģentūras Jūrmalas profesionālā vidusskola,17.84%
LAT12,Sociālās integrācijas valsts aģentūras Jūrmalas profesionālā vidusskola,38.23%
ANG12,Špoģu vidusskola,60.84%
MAT12,Špoģu vidusskola,55.64%
LAT12,Špoģu vidusskola,62.19%
ANG12,Staiceles vidusskola,40.99%
MAT12,Staiceles vidusskola,22.56%
LAT12,Staiceles vidusskola,45.90%
ANG12,Stalbes vidusskola,43.19%
MAT12,Stalbes vidusskola,26.78%
LAT12,Stalbes vidusskola,51.86%
ANG12,Staļģenes vidusskola,41.39%
MAT12,Staļģenes vidusskola,12.79%
LAT12,Staļģenes vidusskola,32.86%
ANG12,Starptautiskā komerciālā profesionālā vidusskola,50.70%
MAT12,Starptautiskā komerciālā profesionālā vidusskola,19.59%
LAT12,Starptautiskā komerciālā profesionālā vidusskola,37.98%
ANG12,Strenču novada vidusskola,55.37%
MAT12,Strenču novada vidusskola,39.95%
LAT12,Strenču novada vidusskola,63.85%
ANG12,Suntažu vidusskola,50.52%
MAT12,Suntažu vidusskola,47.47%
LAT12,Suntažu vidusskola,53.42%
ANG12,Sventes vidusskola,30.35%
MAT12,Sventes vidusskola,35.95%
ANG12,Talsu 2. vidusskola,52.74%
MAT12,Talsu 2. vidusskola,37.21%
LAT12,Talsu 2. vidusskola,56.13%
ANG12,Talsu Kristīgā vidusskola,70.98%
MAT12,Talsu Kristīgā vidusskola,50.75%
LAT12,Talsu Kristīgā vidusskola,65.74%
ANG12,Talsu novada Vakara un neklātienes vidusskola,44.58%
MAT12,Talsu novada Vakara un neklātienes vidusskola,24.72%
LAT12,Talsu novada Vakara un neklātienes vidusskola,47.09%
ANG12,Talsu Valsts ģimnāzija,66.60%
MAT12,Talsu Valsts ģimnāzija,46.61%
LAT12,Talsu Valsts ģimnāzija,63.09%
ANG12,Taurupes vidusskola,50.77%
MAT12,Taurupes vidusskola,51.01%
LAT12,Taurupes vidusskola,50.63%
ANG12,Tilžas vidusskola,54.10%
MAT12,Tilžas vidusskola,55.85%
LAT12,Tilžas vidusskola,50.47%
ANG12,Tiskādu vidusskola,37.50%
MAT12,Tiskādu vidusskola,38.33%
ANG12,Tukuma 2. vidusskola,50.54%
MAT12,Tukuma 2. vidusskola,36.21%
LAT12,Tukuma 2. vidusskola,56.62%
ANG12,Tukuma 3. vidusskola,46.30%
MAT12,Tukuma 3. vidusskola,35.34%
ANG12,Tukuma Raiņa ģimnāzija,58.04%
MAT12,Tukuma Raiņa ģimnāzija,48.60%
LAT12,Tukuma Raiņa ģimnāzija,59.98%
ANG12,Tukuma Vakara un neklātienes vidusskola,41.05%
MAT12,Tukuma Vakara un neklātienes vidusskola,19.49%
LAT12,Tukuma Vakara un neklātienes vidusskola,37.57%
ANG12,Tumes vidusskola,47.34%
MAT12,Tumes vidusskola,24.85%
LAT12,Tumes vidusskola,41.75%
ANG12,Ugāles vidusskola,55.03%
MAT12,Ugāles vidusskola,52.50%
LAT12,Ugāles vidusskola,58.09%
ANG12,Ulbrokas vidusskola,59.68%
MAT12,Ulbrokas vidusskola,30.94%
LAT12,Ulbrokas vidusskola,46.83%
ANG12,Uzvaras vidusskola,52.72%
MAT12,Uzvaras vidusskola,44.07%
LAT12,Uzvaras vidusskola,64.38%
ANG12,V. Plūdoņa Kuldīgas ģimnāzija,52.22%
MAT12,V. Plūdoņa Kuldīgas ģimnāzija,41.25%
LAT12,V. Plūdoņa Kuldīgas ģimnāzija,57.70%
ANG12,Vaboles vidusskola,41.05%
MAT12,Vaboles vidusskola,54.42%
LAT12,Vaboles vidusskola,52.64%
ANG12,Vaiņodes vidusskola,55.32%
MAT12,Vaiņodes vidusskola,40.00%
LAT12,Vaiņodes vidusskola,50.80%
ANG12,Valdemārpils vidusskola,44.03%
MAT12,Valdemārpils vidusskola,28.35%
LAT12,Valdemārpils vidusskola,49.51%
ANG12,Valkas ģimnāzija,60.13%
MAT12,Valkas ģimnāzija,42.45%
LAT12,Valkas ģimnāzija,53.21%
ANG12,Valmieras 2. vidusskola,48.93%
MAT12,Valmieras 2. vidusskola,31.35%
LAT12,Valmieras 2. vidusskola,47.79%
ANG12,Valmieras 36. arodvidusskola,37.28%
MAT12,Valmieras 36. arodvidusskola,19.58%
LAT12,Valmieras 36. arodvidusskola,39.56%
ANG12,Valmieras 5. vidusskola,51.40%
MAT12,Valmieras 5. vidusskola,29.53%
LAT12,Valmieras 5. vidusskola,52.36%
ANG12,Valmieras Mākslas vidusskola,54.01%
MAT12,Valmieras Mākslas vidusskola,25.22%
LAT12,Valmieras Mākslas vidusskola,55.15%
ANG12,Valmieras Pārgaujas ģimnāzija,61.37%
MAT12,Valmieras Pārgaujas ģimnāzija,46.94%
LAT12,Valmieras Pārgaujas ģimnāzija,64.29%
ANG12,Valmieras Pārtikas ražotāju vidusskola,33.42%
MAT12,Valmieras Pārtikas ražotāju vidusskola,18.65%
LAT12,Valmieras Pārtikas ražotāju vidusskola,46.07%
ANG12,Valmieras Valsts ģimnāzija,68.09%
MAT12,Valmieras Valsts ģimnāzija,51.96%
LAT12,Valmieras Valsts ģimnāzija,64.50%
ANG12,Valmieras Viestura vidusskola,65.25%
MAT12,Valmieras Viestura vidusskola,41.34%
LAT12,Valmieras Viestura vidusskola,65.43%
ANG12,Valsts Kandavas lauksaimniecības tehnikums,34.47%
MAT12,Valsts Kandavas lauksaimniecības tehnikums,19.28%
LAT12,Valsts Kandavas lauksaimniecības tehnikums,38.35%
ANG12,Valsts Priekuļu lauksaimniecības tehnikums,40.44%
MAT12,Valsts Priekuļu lauksaimniecības tehnikums,22.43%
LAT12,Valsts Priekuļu lauksaimniecības tehnikums,40.23%
ANG12,"Valsts sabiedrība ar ierobežotu atbildību ""Bulduru Dārzkopības vidusskola""",36.16%
MAT12,"Valsts sabiedrība ar ierobežotu atbildību ""Bulduru Dārzkopības vidusskola""",19.79%
LAT12,"Valsts sabiedrība ar ierobežotu atbildību ""Bulduru Dārzkopības vidusskola""",41.08%
ANG12,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas pārtikas ražotāju vidusskola""",32.85%
MAT12,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas pārtikas ražotāju vidusskola""",18.62%
LAT12,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas pārtikas ražotāju vidusskola""",40.00%
ANG12,Vandzenes vidusskola,41.72%
MAT12,Vandzenes vidusskola,36.38%
LAT12,Vandzenes vidusskola,37.44%
ANG12,VANG12ažu vidusskola,56.23%
MAT12,VANG12ažu vidusskola,49.94%
ANG12,Varakļānu vidusskola,54.04%
MAT12,Varakļānu vidusskola,43.09%
LAT12,Varakļānu vidusskola,61.78%
ANG12,Vārkavas vidusskola,52.62%
MAT12,Vārkavas vidusskola,44.43%
LAT12,Vārkavas vidusskola,60.71%
ANG12,Vecbebru Profesionālā vidusskola,35.25%
MAT12,Vecbebru Profesionālā vidusskola,24.91%
LAT12,Vecbebru Profesionālā vidusskola,44.01%
ANG12,Vecpiebalgas vidusskola,45.80%
MAT12,Vecpiebalgas vidusskola,29.21%
LAT12,Vecpiebalgas vidusskola,55.78%
ANG12,Vecumnieku novada Domes Valles vidusskola,56.84%
MAT12,Vecumnieku novada Domes Valles vidusskola,21.09%
LAT12,Vecumnieku novada Domes Valles vidusskola,49.06%
ANG12,Vecumnieku vidusskola,55.51%
MAT12,Vecumnieku vidusskola,42.89%
LAT12,Vecumnieku vidusskola,53.34%
ANG12,Ventspils 1. ģimnāzija,65.02%
MAT12,Ventspils 1. ģimnāzija,50.64%
LAT12,Ventspils 1. ģimnāzija,61.32%
ANG12,Ventspils 2. vidusskola,58.28%
MAT12,Ventspils 2. vidusskola,44.47%
ANG12,Ventspils 3. vidusskola,66.04%
MAT12,Ventspils 3. vidusskola,59.34%
ANG12,Ventspils 4. vidusskola,62.03%
MAT12,Ventspils 4. vidusskola,45.97%
LAT12,Ventspils 4. vidusskola,53.36%
ANG12,Ventspils 5. vidusskola,46.06%
MAT12,Ventspils 5. vidusskola,30.35%
LAT12,Ventspils 5. vidusskola,51.83%
ANG12,Ventspils 6. vidusskola,48.33%
MAT12,Ventspils 6. vidusskola,40.71%
LAT12,Ventspils 6. vidusskola,46.41%
ANG12,Ventspils Mūzikas vidusskola,53.85%
MAT12,Ventspils Mūzikas vidusskola,29.06%
LAT12,Ventspils Mūzikas vidusskola,60.25%
ANG12,Ventspils Profesionālā vidusskola,33.41%
MAT12,Ventspils Profesionālā vidusskola,16.27%
LAT12,Ventspils Profesionālā vidusskola,31.92%
ANG12,Ventspils vakara vidusskola,40.87%
MAT12,Ventspils vakara vidusskola,19.45%
LAT12,Ventspils vakara vidusskola,42.42%
ANG12,Vidzemes Augstskola,84.38%
LAT12,Vidzemes Augstskola,65.15%
ANG12,Viesītes arodvidusskola,34.98%
MAT12,Viesītes arodvidusskola,17.50%
LAT12,Viesītes arodvidusskola,41.02%
ANG12,Viesītes vidusskola,52.77%
MAT12,Viesītes vidusskola,51.16%
LAT12,Viesītes vidusskola,57.74%
ANG12,Viļakas Valsts ģimnāzija,60.75%
MAT12,Viļakas Valsts ģimnāzija,58.08%
LAT12,Viļakas Valsts ģimnāzija,57.77%
ANG12,Viļānu 41. arodvidusskola,28.50%
MAT12,Viļānu 41. arodvidusskola,26.40%
LAT12,Viļānu 41. arodvidusskola,29.13%
ANG12,Viļānu vidusskola,48.67%
MAT12,Viļānu vidusskola,45.04%
LAT12,Viļānu vidusskola,52.37%
ANG12,Vircavas vidusskola,51.52%
MAT12,Vircavas vidusskola,32.32%
LAT12,Vircavas vidusskola,60.29%
ANG12,Višķu Profesionālā vidusskola,26.90%
MAT12,Višķu Profesionālā vidusskola,22.21%
LAT12,Višķu Profesionālā vidusskola,35.71%
ANG12,Zaļenieku arodvidusskola,25.69%
MAT12,Zaļenieku arodvidusskola,18.50%
LAT12,Zaļenieku arodvidusskola,23.07%
ANG12,Zasas vidusskola,49.22%
MAT12,Zasas vidusskola,30.14%
LAT12,Zasas vidusskola,47.34%
ANG12,Zemgales vidusskola,40.75%
MAT12,Zemgales vidusskola,53.23%
ANG12,Zemgales vidusskola,41.44%
MAT12,Zemgales vidusskola,50.28%
LAT12,Zemgales vidusskola,51.66%
ANG12,Ziemeļvalstu ģimnāzija,75.39%
MAT12,Ziemeļvalstu ģimnāzija,44.48%
LAT12,Ziemeļvalstu ģimnāzija,72.69%
ANG12,Zilupes vidusskola,45.29%
MAT12,Zilupes vidusskola,46.75%
LAT12,Zilupes vidusskola,46.69%
ANG12,Zvejniekciema vidusskola,60.77%
MAT12,Zvejniekciema vidusskola,41.10%
LAT12,Zvejniekciema vidusskola,62.67%
