Priekšmets,Skola,Kopvērtējums
MAT12,Rīgas Ukraiņu vidusskola,31.10%
ANG12,Rīgas Universālā vidusskola,58.50%
MAT12,Rīgas Universālā vidusskola,46.30%
ANG12,Rīgas Uzņēmējdarbības koledža,40.90%
MAT12,Rīgas Uzņēmējdarbības koledža,22.40%
LAT12,Rīgas Uzņēmējdarbības koledža,43.20%
ANG12,Rīgas Uzņēmējdarbības tehniskā skola Kuldīgas filiāle,38.70%
MAT12,Rīgas Uzņēmējdarbības tehniskā skola Kuldīgas filiāle,22.00%
LAT12,Rīgas Uzņēmējdarbības tehniskā skola Kuldīgas filiāle,36.40%
ANG12,Rīgas Uzņēmējdarbības tehniskā vidusskola,36.80%
MAT12,Rīgas Uzņēmējdarbības tehniskā vidusskola,23.20%
LAT12,Rīgas Uzņēmējdarbības tehniskā vidusskola,35.60%
ANG12,Rīgas vakara ģimnāzija,42.90%
MAT12,Rīgas vakara ģimnāzija,22.20%
LAT12,Rīgas vakara ģimnāzija,44.70%
ANG12,Rīgas Valsts 1. ģimnāzija,84.30%
MAT12,Rīgas Valsts 1. ģimnāzija,85.60%
LAT12,Rīgas Valsts 1. ģimnāzija,77.30%
ANG12,Rīgas Valsts 3. ģimnāzija,70.80%
MAT12,Rīgas Valsts 3. ģimnāzija,65.70%
LAT12,Rīgas Valsts 3. ģimnāzija,67.80%
ANG12,Rīgas Valsts tehnikuma Balvu filiāle,32.90%
MAT12,Rīgas Valsts tehnikuma Balvu filiāle,26.40%
LAT12,Rīgas Valsts tehnikuma Balvu filiāle,37.80%
ANG12,Rīgas Valsts tehnikuma Krāslavas filiāle,27.00%
MAT12,Rīgas Valsts tehnikuma Krāslavas filiāle,31.00%
LAT12,Rīgas Valsts tehnikuma Krāslavas filiāle,31.70%
ANG12,Rīgas Valsts Tehnikuma Poligrāfijas centrs,44.40%
MAT12,Rīgas Valsts Tehnikuma Poligrāfijas centrs,13.30%
LAT12,Rīgas Valsts Tehnikuma Poligrāfijas centrs,36.20%
ANG12,Rīgas Valsts tehnikums,43.20%
MAT12,Rīgas Valsts tehnikums,24.90%
LAT12,Rīgas Valsts tehnikums,37.60%
ANG12,Rīgas Valsts vācu ģimnāzija,68.60%
MAT12,Rīgas Valsts vācu ģimnāzija,45.60%
LAT12,Rīgas Valsts vācu ģimnāzija,61.40%
ANG12,"Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",54.40%
MAT12,"Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",43.30%
ANG12,Rīgas Zolitūdes ģimnāzija,60.90%
MAT12,Rīgas Zolitūdes ģimnāzija,59.00%
ANG12,Rojas vidusskola,48.60%
MAT12,Rojas vidusskola,37.90%
LAT12,Rojas vidusskola,53.90%
ANG12,Ropažu vidusskola,56.50%
MAT12,Ropažu vidusskola,36.70%
LAT12,Ropažu vidusskola,58.20%
ANG12,"RSEBAAs Profesionālā Vidusskola ""VICTORIA""",50.90%
MAT12,"RSEBAAs Profesionālā Vidusskola ""VICTORIA""",36.00%
LAT12,"RSEBAAs Profesionālā Vidusskola ""VICTORIA""",36.90%
ANG12,RTU Liepājas filiāles Ventspils nodaļa,59.60%
MAT12,RTU Liepājas filiāles Ventspils nodaļa,33.30%
LAT12,RTU Liepājas filiāles Ventspils nodaļa,52.40%
ANG12,Rudzātu vidusskola,54.30%
MAT12,Rudzātu vidusskola,60.70%
LAT12,Rudzātu vidusskola,52.90%
ANG12,Rugāju novada vidusskola,56.50%
MAT12,Rugāju novada vidusskola,44.70%
LAT12,Rugāju novada vidusskola,59.10%
ANG12,Rūjienas vidusskola,51.40%
MAT12,Rūjienas vidusskola,28.60%
LAT12,Rūjienas vidusskola,58.30%
ANG12,Sabiles vidusskola,37.40%
MAT12,Sabiles vidusskola,17.60%
LAT12,Sabiles vidusskola,36.50%
ANG12,Salacgrīvas vidusskola,57.60%
MAT12,Salacgrīvas vidusskola,43.20%
LAT12,Salacgrīvas vidusskola,59.50%
ANG12,Salas vidusskola,61.50%
MAT12,Salas vidusskola,52.10%
LAT12,Salas vidusskola,67.40%
ANG12,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",57.70%
MAT12,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",38.00%
LAT12,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",59.80%
ANG12,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",43.80%
MAT12,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",34.20%
LAT12,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",43.00%
ANG12,Saldus 2. vidusskola,57.40%
MAT12,Saldus 2. vidusskola,46.60%
LAT12,Saldus 2. vidusskola,64.80%
ANG12,Saldus ģimnāzija,49.60%
MAT12,Saldus ģimnāzija,39.30%
LAT12,Saldus ģimnāzija,53.10%
ANG12,Saldus novada pašvaldības Druvas vidusskola,57.00%
MAT12,Saldus novada pašvaldības Druvas vidusskola,44.70%
LAT12,Saldus novada pašvaldības Druvas vidusskola,67.20%
ANG12,Saldus novada pašvaldības Ezeres vidusskola,35.40%
MAT12,Saldus novada pašvaldības Ezeres vidusskola,41.00%
LAT12,Saldus novada pašvaldības Ezeres vidusskola,46.80%
ANG12,Saldus novada pašvaldības Kalnu vidusskola,31.70%
MAT12,Saldus novada pašvaldības Kalnu vidusskola,44.30%
LAT12,Saldus novada pašvaldības Kalnu vidusskola,41.80%
ANG12,Saldus Profesionālā vidusskola,37.10%
MAT12,Saldus Profesionālā vidusskola,18.90%
LAT12,Saldus Profesionālā vidusskola,38.40%
ANG12,Saldus Vakara vidusskola,28.30%
MAT12,Saldus Vakara vidusskola,14.60%
LAT12,Saldus Vakara vidusskola,37.80%
ANG12,Salienas vidusskola,37.60%
MAT12,Salienas vidusskola,47.20%
ANG12,Saulaines Profesionālā vidusskola,22.60%
MAT12,Saulaines Profesionālā vidusskola,13.50%
LAT12,Saulaines Profesionālā vidusskola,30.20%
ANG12,Saulkrastu vidusskola,56.50%
MAT12,Saulkrastu vidusskola,39.30%
LAT12,Saulkrastu vidusskola,58.20%
ANG12,SIA „Rīgas Tālmācības vidusskola”,48.60%
MAT12,SIA „Rīgas Tālmācības vidusskola”,22.70%
LAT12,SIA „Rīgas Tālmācības vidusskola”,44.90%
ANG12,Siguldas 2. vidusskola,54.20%
MAT12,Siguldas 2. vidusskola,32.80%
LAT12,Siguldas 2. vidusskola,56.00%
ANG12,Siguldas novada vidusskola,38.40%
MAT12,Siguldas novada vidusskola,22.60%
LAT12,Siguldas novada vidusskola,44.40%
ANG12,Siguldas Valsts ģimnāzija,69.80%
MAT12,Siguldas Valsts ģimnāzija,55.60%
LAT12,Siguldas Valsts ģimnāzija,73.40%
ANG12,Skaistkalnes vidusskola,46.70%
MAT12,Skaistkalnes vidusskola,31.00%
LAT12,Skaistkalnes vidusskola,52.40%
ANG12,Skrundas arodvidusskola,30.30%
MAT12,Skrundas arodvidusskola,13.50%
LAT12,Skrundas arodvidusskola,34.40%
ANG12,Skrundas vidusskola,47.50%
MAT12,Skrundas vidusskola,42.00%
LAT12,Skrundas vidusskola,53.40%
ANG12,Smiltenes Centra vidusskola,56.10%
MAT12,Smiltenes Centra vidusskola,40.30%
LAT12,Smiltenes Centra vidusskola,61.40%
ANG12,Smiltenes ģimnāzija,60.00%
MAT12,Smiltenes ģimnāzija,46.50%
LAT12,Smiltenes ģimnāzija,63.10%
ANG12,Smiltenes Profesionālā vidusskola,27.90%
MAT12,Smiltenes Profesionālā vidusskola,15.00%
LAT12,Smiltenes Profesionālā vidusskola,28.70%
ANG12,Smiltenes tehnikums,35.30%
MAT12,Smiltenes tehnikums,16.30%
LAT12,Smiltenes tehnikums,43.30%
ANG12,Sociālās integrācijas valsts aģentūras Jūrmalas profesionālā vidusskola,40.60%
MAT12,Sociālās integrācijas valsts aģentūras Jūrmalas profesionālā vidusskola,23.00%
LAT12,Sociālās integrācijas valsts aģentūras Jūrmalas profesionālā vidusskola,40.30%
ANG12,Staiceles vidusskola,36.30%
MAT12,Staiceles vidusskola,18.50%
LAT12,Staiceles vidusskola,43.10%
ANG12,Stalbes vidusskola,38.10%
MAT12,Stalbes vidusskola,22.40%
LAT12,Stalbes vidusskola,50.80%
ANG12,Staļģenes vidusskola,23.30%
MAT12,Staļģenes vidusskola,8.80%
LAT12,Staļģenes vidusskola,35.40%
ANG12,Starptautiskā komerciālā profesionālā vidusskola,37.60%
MAT12,Starptautiskā komerciālā profesionālā vidusskola,8.80%
LAT12,Starptautiskā komerciālā profesionālā vidusskola,30.20%
ANG12,Strenču novada vidusskola,45.20%
MAT12,Strenču novada vidusskola,33.00%
LAT12,Strenču novada vidusskola,60.40%
ANG12,Suntažu vidusskola,56.50%
MAT12,Suntažu vidusskola,46.70%
LAT12,Suntažu vidusskola,57.50%
ANG12,Sventes vidusskola,41.30%
MAT12,Sventes vidusskola,38.60%
LAT12,Sventes vidusskola,42.20%
ANG12,Š. Dubnova Rīgas Ebreju vidusskola,62.80%
MAT12,Š. Dubnova Rīgas Ebreju vidusskola,62.20%
ANG12,Špoģu vidusskola,56.20%
MAT12,Špoģu vidusskola,61.10%
LAT12,Špoģu vidusskola,67.80%
ANG12,Talsu 2. vidusskola,55.90%
MAT12,Talsu 2. vidusskola,32.20%
LAT12,Talsu 2. vidusskola,58.00%
ANG12,Talsu Kristīgā vidusskola,55.90%
MAT12,Talsu Kristīgā vidusskola,37.90%
LAT12,Talsu Kristīgā vidusskola,55.70%
ANG12,Talsu novada Vakara un neklātienes vidusskola,39.70%
MAT12,Talsu novada Vakara un neklātienes vidusskola,15.10%
LAT12,Talsu novada Vakara un neklātienes vidusskola,39.10%
ANG12,Talsu Valsts ģimnāzija,62.30%
MAT12,Talsu Valsts ģimnāzija,47.70%
LAT12,Talsu Valsts ģimnāzija,66.40%
ANG12,Taurupes vidusskola,51.40%
MAT12,Taurupes vidusskola,34.00%
LAT12,Taurupes vidusskola,50.40%
ANG12,Tilžas vidusskola,46.30%
MAT12,Tilžas vidusskola,42.60%
LAT12,Tilžas vidusskola,47.30%
ANG12,Tiskādu vidusskola,26.60%
MAT12,Tiskādu vidusskola,24.50%
ANG12,Tukuma 2. vidusskola,54.60%
MAT12,Tukuma 2. vidusskola,37.60%
LAT12,Tukuma 2. vidusskola,53.20%
ANG12,Tukuma Raiņa ģimnāzija,60.50%
MAT12,Tukuma Raiņa ģimnāzija,51.70%
LAT12,Tukuma Raiņa ģimnāzija,69.50%
ANG12,Tukuma Vakara un neklātienes vidusskola,38.10%
MAT12,Tukuma Vakara un neklātienes vidusskola,12.90%
LAT12,Tukuma Vakara un neklātienes vidusskola,39.10%
ANG12,Tumes vidusskola,44.50%
MAT12,Tumes vidusskola,27.40%
LAT12,Tumes vidusskola,42.60%
ANG12,Ugāles vidusskola,51.60%
MAT12,Ugāles vidusskola,53.90%
LAT12,Ugāles vidusskola,65.50%
ANG12,Ulbrokas vidusskola,58.30%
MAT12,Ulbrokas vidusskola,26.10%
LAT12,Ulbrokas vidusskola,51.00%
ANG12,Uzvaras vidusskola,57.30%
MAT12,Uzvaras vidusskola,47.20%
LAT12,Uzvaras vidusskola,52.30%
ANG12,V. Plūdoņa Kuldīgas ģimnāzija,48.70%
MAT12,V. Plūdoņa Kuldīgas ģimnāzija,34.00%
LAT12,V. Plūdoņa Kuldīgas ģimnāzija,55.70%
ANG12,Vaboles vidusskola,47.50%
MAT12,Vaboles vidusskola,46.80%
LAT12,Vaboles vidusskola,53.70%
ANG12,Vaiņodes vidusskola,57.60%
MAT12,Vaiņodes vidusskola,46.20%
LAT12,Vaiņodes vidusskola,57.20%
ANG12,Valdemārpils vidusskola,43.40%
MAT12,Valdemārpils vidusskola,17.40%
LAT12,Valdemārpils vidusskola,50.80%
ANG12,Valkas ģimnāzija,64.10%
MAT12,Valkas ģimnāzija,44.20%
LAT12,Valkas ģimnāzija,57.70%
ANG12,Valmieras 2. vidusskola,50.70%
MAT12,Valmieras 2. vidusskola,42.30%
ANG12,Valmieras 2.vidusskolas filiāle,43.90%
MAT12,Valmieras 2.vidusskolas filiāle,17.40%
LAT12,Valmieras 2.vidusskolas filiāle,41.20%
ANG12,Valmieras 36. arodvidusskola,36.20%
MAT12,Valmieras 36. arodvidusskola,18.20%
LAT12,Valmieras 36. arodvidusskola,42.80%
ANG12,Valmieras 5. vidusskola,41.60%
MAT12,Valmieras 5. vidusskola,24.40%
LAT12,Valmieras 5. vidusskola,51.30%
ANG12,Valmieras Mākslas vidusskola,49.90%
MAT12,Valmieras Mākslas vidusskola,25.60%
LAT12,Valmieras Mākslas vidusskola,48.40%
ANG12,Valmieras Pārgaujas ģimnāzija,59.50%
MAT12,Valmieras Pārgaujas ģimnāzija,48.60%
LAT12,Valmieras Pārgaujas ģimnāzija,65.10%
ANG12,Valmieras Pārtikas ražotāju vidusskola,32.30%
MAT12,Valmieras Pārtikas ražotāju vidusskola,14.90%
LAT12,Valmieras Pārtikas ražotāju vidusskola,40.20%
ANG12,Valmieras Valsts ģimnāzija,65.20%
MAT12,Valmieras Valsts ģimnāzija,57.70%
LAT12,Valmieras Valsts ģimnāzija,66.10%
ANG12,Valmieras Viestura vidusskola,60.70%
MAT12,Valmieras Viestura vidusskola,43.60%
LAT12,Valmieras Viestura vidusskola,59.20%
ANG12,Valsts Kandavas lauksaimniecības tehnikums,31.30%
MAT12,Valsts Kandavas lauksaimniecības tehnikums,19.90%
LAT12,Valsts Kandavas lauksaimniecības tehnikums,42.50%
ANG12,Valsts Priekuļu lauksaimniecības tehnikums,42.80%
MAT12,Valsts Priekuļu lauksaimniecības tehnikums,22.10%
LAT12,Valsts Priekuļu lauksaimniecības tehnikums,43.90%
ANG12,"Valsts sabiedrība ar ierobežotu atbildību ""Bulduru Dārzkopības vidusskola""",34.10%
MAT12,"Valsts sabiedrība ar ierobežotu atbildību ""Bulduru Dārzkopības vidusskola""",21.20%
LAT12,"Valsts sabiedrība ar ierobežotu atbildību ""Bulduru Dārzkopības vidusskola""",45.70%
ANG12,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas pārtikas ražotāju vidusskola""",36.50%
MAT12,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas pārtikas ražotāju vidusskola""",13.30%
LAT12,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas pārtikas ražotāju vidusskola""",32.50%
ANG12,Vandzenes vidusskola,51.70%
MAT12,Vandzenes vidusskola,41.10%
LAT12,Vandzenes vidusskola,53.00%
ANG12,VANG12ažu vidusskola,44.30%
MAT12,VANG12ažu vidusskola,42.40%
ANG12,Varakļānu vidusskola,56.20%
MAT12,Varakļānu vidusskola,45.70%
LAT12,Varakļānu vidusskola,67.60%
ANG12,Vārkavas vidusskola,37.60%
MAT12,Vārkavas vidusskola,33.10%
LAT12,Vārkavas vidusskola,48.20%
ANG12,Vecbebru Profesionālā vidusskola,32.90%
MAT12,Vecbebru Profesionālā vidusskola,18.30%
LAT12,Vecbebru Profesionālā vidusskola,37.80%
ANG12,Vecpiebalgas vidusskola,51.20%
MAT12,Vecpiebalgas vidusskola,44.70%
LAT12,Vecpiebalgas vidusskola,60.40%
ANG12,Vecumnieku novada Domes Valles vidusskola,47.90%
MAT12,Vecumnieku novada Domes Valles vidusskola,26.60%
LAT12,Vecumnieku novada Domes Valles vidusskola,47.80%
ANG12,Vecumnieku vidusskola,49.40%
MAT12,Vecumnieku vidusskola,39.20%
LAT12,Vecumnieku vidusskola,55.50%
ANG12,Ventspils 1. ģimnāzija,62.00%
MAT12,Ventspils 1. ģimnāzija,50.60%
LAT12,Ventspils 1. ģimnāzija,57.70%
ANG12,Ventspils 2. vidusskola,51.10%
MAT12,Ventspils 2. vidusskola,56.30%
ANG12,Ventspils 3. vidusskola,47.10%
MAT12,Ventspils 3. vidusskola,32.50%
ANG12,Ventspils 4. vidusskola,60.90%
MAT12,Ventspils 4. vidusskola,55.70%
LAT12,Ventspils 4. vidusskola,56.90%
ANG12,Ventspils 5. vidusskola,51.50%
MAT12,Ventspils 5. vidusskola,41.30%
LAT12,Ventspils 5. vidusskola,53.40%
ANG12,Ventspils 6. vidusskola,49.40%
MAT12,Ventspils 6. vidusskola,37.90%
LAT12,Ventspils 6. vidusskola,53.30%
ANG12,Ventspils Mūzikas vidusskola,49.90%
MAT12,Ventspils Mūzikas vidusskola,27.60%
LAT12,Ventspils Mūzikas vidusskola,56.10%
ANG12,Ventspils Profesionālā vidusskola,37.30%
MAT12,Ventspils Profesionālā vidusskola,12.50%
LAT12,Ventspils Profesionālā vidusskola,33.10%
ANG12,Ventspils vakara vidusskola,44.20%
MAT12,Ventspils vakara vidusskola,22.90%
LAT12,Ventspils vakara vidusskola,44.30%
ANG12,Vidzemes Augstskola,30.80%
LAT12,Vidzemes Augstskola,55.20%
ANG12,Viesītes arodvidusskola,32.30%
MAT12,Viesītes arodvidusskola,16.10%
LAT12,Viesītes arodvidusskola,41.30%
ANG12,Viesītes vidusskola,51.60%
MAT12,Viesītes vidusskola,49.10%
LAT12,Viesītes vidusskola,49.50%
ANG12,Viļakas Valsts ģimnāzija,68.60%
MAT12,Viļakas Valsts ģimnāzija,52.90%
LAT12,Viļakas Valsts ģimnāzija,66.10%
ANG12,Viļānu 41. arodvidusskola,25.30%
MAT12,Viļānu 41. arodvidusskola,29.10%
LAT12,Viļānu 41. arodvidusskola,30.70%
ANG12,Viļānu vidusskola,44.40%
MAT12,Viļānu vidusskola,51.80%
LAT12,Viļānu vidusskola,47.70%
ANG12,Vircavas vidusskola,34.80%
MAT12,Vircavas vidusskola,24.80%
LAT12,Vircavas vidusskola,52.20%
ANG12,Višķu Profesionālā vidusskola,28.90%
MAT12,Višķu Profesionālā vidusskola,22.20%
LAT12,Višķu Profesionālā vidusskola,35.20%
ANG12,Zaļenieku arodvidusskola,23.40%
MAT12,Zaļenieku arodvidusskola,16.50%
LAT12,Zaļenieku arodvidusskola,26.80%
ANG12,Zasas vidusskola,39.30%
MAT12,Zasas vidusskola,30.20%
LAT12,Zasas vidusskola,60.50%
ANG12,Zemgales vidusskola (Daugavpils),27.40%
MAT12,Zemgales vidusskola (Daugavpils),22.60%
ANG12,Zemgales vidusskola (Tukuma),43.10%
MAT12,Zemgales vidusskola (Tukuma),35.80%
LAT12,Zemgales vidusskola (Tukuma),41.30%
ANG12,Ziemeļvalstu ģimnāzija,68.80%
MAT12,Ziemeļvalstu ģimnāzija,44.50%
LAT12,Ziemeļvalstu ģimnāzija,65.50%
ANG12,Zilupes vidusskola,51.60%
MAT12,Zilupes vidusskola,47.10%
LAT12,Zilupes vidusskola,43.10%
ANG12,Zvejniekciema vidusskola,57.30%
MAT12,Zvejniekciema vidusskola,40.20%
LAT12,Zvejniekciema vidusskola,52.90%
